frame,elapsed_s,x,y,frame_ms,cpu_ms,draw_ms,finish_ms,present_ms,terrain_ms,complete_radius_m,pending_packages
148,0.112579,2.000,-11.438,0.912700,0.880000,0.107000,0.000000,0.756900,0.000100,192.000,0
149,0.113494,2.000,-11.434,0.914800,0.894400,0.095000,0.000000,0.784500,0.000000,192.000,0
150,0.114425,2.000,-11.429,0.931000,0.890900,0.092300,0.000000,0.783500,0.000100,192.000,0
151,0.115317,2.000,-11.424,0.892200,0.867500,0.106100,0.000000,0.745800,0.000100,192.000,0
152,0.116202,2.000,-11.420,0.884900,0.863800,0.093000,0.000000,0.755800,0.000000,192.000,0
153,0.117114,2.000,-11.415,0.912100,0.890000,0.092300,0.000000,0.782900,0.000100,192.000,0
154,0.118001,2.000,-11.411,0.886600,0.867600,0.090900,0.000000,0.761800,0.000100,192.000,0
155,0.118898,2.000,-11.407,0.896800,0.877600,0.090600,0.000000,0.772100,0.000000,192.000,0
156,0.119896,2.000,-11.402,0.998500,0.974600,0.090200,0.000000,0.869300,0.000000,192.000,0
157,0.120868,2.000,-11.397,0.971800,0.883800,0.147100,0.000000,0.715300,0.000100,192.000,0
158,0.121770,2.000,-11.392,0.901800,0.872700,0.108000,0.000000,0.748800,0.000000,192.000,0
159,0.122631,2.000,-11.388,0.861200,0.836000,0.106300,0.000000,0.713900,0.000000,192.000,0
160,0.123565,2.000,-11.383,0.933900,0.905700,0.094000,0.000000,0.796500,0.000100,192.000,0
161,0.124329,2.000,-11.379,0.764100,0.724100,0.159500,0.000000,0.539000,0.000000,192.000,0
162,0.125273,2.000,-11.375,0.943500,0.914300,0.100700,0.000000,0.798200,0.000000,192.000,0
163,0.126184,2.000,-11.370,0.911200,0.886500,0.106500,0.000000,0.764200,0.000100,192.000,0
164,0.127142,2.000,-11.366,0.958000,0.921500,0.110400,0.000000,0.796100,0.000000,192.000,0
165,0.128019,2.000,-11.361,0.877100,0.856300,0.094700,0.000000,0.746700,0.000000,192.000,0
166,0.128922,2.000,-11.356,0.902800,0.883700,0.091000,0.000000,0.778000,0.000000,192.000,0
167,0.129834,2.000,-11.352,0.912100,0.893200,0.090600,0.000000,0.787700,0.000000,192.000,0
168,0.130738,2.000,-11.347,0.904500,0.885600,0.090600,0.000000,0.780100,0.000000,192.000,0
169,0.131670,2.000,-11.343,0.931600,0.908200,0.090200,0.000000,0.801600,0.000000,192.000,0
170,0.132587,2.000,-11.338,0.916900,0.891300,0.111700,0.000000,0.763900,0.000000,192.000,0
171,0.133495,2.000,-11.334,0.908000,0.886000,0.094000,0.000000,0.777100,0.000000,192.000,0
172,0.134415,2.000,-11.329,0.920100,0.896400,0.091300,0.000000,0.790000,0.000100,192.000,0
173,0.135314,2.000,-11.324,0.899100,0.874700,0.106400,0.000000,0.752400,0.000100,192.000,0
174,0.136332,2.000,-11.320,1.018400,0.984500,0.093600,0.000000,0.875400,0.000000,192.000,0
175,0.137247,2.000,-11.315,0.914400,0.835400,0.239000,0.000000,0.541300,0.000000,192.000,0
176,0.138178,2.000,-11.310,0.930900,0.887300,0.125100,0.000000,0.741700,0.000000,192.000,0
177,0.139081,2.000,-11.306,0.903100,0.874100,0.111400,0.000000,0.746500,0.000000,192.000,0
178,0.140301,2.000,-11.301,1.220500,1.171500,0.095100,0.000000,1.061100,0.000000,192.000,0
179,0.141213,2.000,-11.295,0.911700,0.855600,0.164600,0.000000,0.652100,0.000000,192.000,0
