elapsed_s,distance_m,x,y,mode,frame_ms,resident_packages,pending_packages,worker_queue,complete_radius_m,working_set_bytes,private_bytes,packages_created,packages_retired,wake_water_body,wake_topology,wake_terrain_state,wake_mesh,wake_collision,wake_grass,wake_tree
0.152,3.6,131.073,131.073,fly,4.964,2601,0,0,192.00,390524928,509517824,0,0,0,0,0,0,0,0,0
0.304,7.3,133.666,133.666,fly,4.929,2601,0,0,192.00,390594560,509595648,0,0,0,0,0,0,0,0,0
0.464,11.1,136.373,136.373,fly,4.848,2601,0,201,192.00,395206656,518524928,101,101,0,0,0,101,101,0,0
0.619,14.9,139.007,139.007,fly,4.983,2601,0,48,192.00,400506880,524070912,101,101,0,0,0,101,101,0,0
0.773,18.5,141.616,141.616,fly,4.695,2601,0,0,192.00,403795968,527384576,101,101,0,0,0,101,101,0,0
0.938,22.5,144.422,144.422,fly,5.183,2601,0,202,192.00,408268800,533688320,202,202,0,0,0,202,202,0,0
1.095,26.3,147.084,147.084,fly,5.353,2601,0,52,192.00,418213888,543903744,202,202,0,0,0,202,202,0,0
1.248,30.0,149.678,149.678,fly,4.774,2601,0,0,192.00,425693184,551346176,202,202,0,0,0,202,202,0,0
1.413,33.9,152.475,152.475,fly,5.203,2601,0,201,192.00,430190592,560275456,303,303,0,0,0,303,303,0,0
1.576,37.8,155.240,155.240,fly,5.415,2601,0,50,192.00,444260352,574595072,303,303,0,0,0,303,303,0,0
1.728,41.5,157.823,157.823,fly,4.917,2601,0,0,192.00,447512576,577929216,303,303,0,0,0,303,303,0,0
1.905,45.7,160.831,160.831,fly,5.955,2601,0,183,192.00,448598016,582656000,404,404,0,0,0,404,404,0,0
2.069,49.6,163.606,163.606,fly,4.980,2601,0,21,192.00,455417856,589762560,404,404,0,0,0,404,404,0,0
2.217,53.2,166.122,166.122,fly,5.264,2601,0,0,192.00,456953856,591462400,404,404,0,0,0,404,404,0,0
2.376,57.0,168.820,168.820,fly,5.294,2601,0,186,192.00,458698752,593039360,505,505,0,0,0,505,505,0,0
2.540,61.0,171.608,171.608,fly,5.190,2601,0,30,192.00,465428480,599965696,505,505,0,0,0,505,505,0,0
2.694,64.7,174.219,174.219,fly,4.618,2601,0,0,192.00,467451904,602062848,505,505,0,0,0,505,505,0,0
2.849,68.4,176.854,176.854,fly,4.346,2601,0,179,192.00,468074496,602587136,606,606,0,0,0,606,606,0,0
3.000,72.0,179.406,179.406,fly,5.591,2601,0,22,192.00,475344896,610078720,606,606,0,0,0,606,606,0,0
3.141,75.4,181.806,181.806,fly,4.495,2601,0,0,192.00,476954624,611811328,606,606,0,0,0,606,606,0,0
3.290,78.9,184.326,184.326,fly,14.835,2601,0,108,192.00,477507584,614440960,707,707,0,0,0,707,707,0,0
3.440,82.6,186.877,186.877,fly,4.503,2601,0,62,192.00,482410496,619569152,707,707,0,0,0,707,707,0,0
3.581,85.9,189.265,189.265,fly,4.443,2601,0,0,192.00,486334464,623529984,707,707,0,0,0,707,707,0,0
3.724,89.4,191.695,191.695,fly,5.237,2601,0,0,192.00,486338560,623529984,707,707,0,0,0,707,707,0,0
3.881,93.1,194.359,194.359,fly,4.561,2601,0,82,192.00,490393600,628236288,808,808,0,0,0,808,808,0,0
4.029,96.7,196.877,196.877,fly,4.521,2601,0,0,192.00,495554560,633352192,808,808,0,0,0,808,808,0,0
4.168,100.0,199.238,199.238,fly,4.455,2601,0,0,192.00,495554560,633352192,808,808,0,0,0,808,808,0,0
4.325,103.8,201.896,201.896,fly,5.064,2601,0,97,192.00,498696192,636252160,909,909,0,0,0,909,909,0,0
4.478,107.5,204.501,204.501,fly,5.010,2601,0,0,192.00,504537088,642170880,909,909,0,0,0,909,909,0,0
4.630,111.1,207.073,207.073,fly,6.259,2601,0,0,192.00,504537088,642170880,909,909,0,0,0,909,909,0,0
4.790,115.0,209.794,209.794,fly,4.620,2601,0,98,192.00,508301312,646012928,1010,1010,0,0,0,1010,1010,0,0
4.950,118.8,212.502,212.502,fly,4.777,2601,0,0,192.00,514506752,652242944,1010,1010,0,0,0,1010,1010,0,0
5.107,122.6,215.165,215.165,fly,6.131,2601,0,0,192.00,514506752,652242944,1010,1010,0,0,0,1010,1010,0,0
5.264,126.3,217.826,217.826,fly,4.692,2601,0,101,192.00,516841472,654823424,1111,1111,0,0,0,1111,1111,0,0
5.424,130.2,220.553,220.553,fly,7.231,2601,0,0,192.00,523333632,661413888,1111,1111,0,0,0,1111,1111,0,0
5.582,134.0,223.222,223.222,fly,5.079,2601,0,0,192.00,523341824,661413888,1111,1111,0,0,0,1111,1111,0,0
5.737,137.7,225.861,225.861,fly,4.542,2601,0,103,192.00,525230080,663252992,1212,1212,0,0,0,1212,1212,0,0
5.894,141.5,228.521,228.521,fly,4.600,2601,0,0,192.00,532041728,670400512,1212,1212,0,0,0,1212,1212,0,0
6.040,145.0,231.000,231.000,fly,4.310,2601,0,0,192.00,532041728,670400512,1212,1212,0,0,0,1212,1212,0,0
6.194,148.7,233.614,233.614,fly,4.931,2601,0,131,192.00,532783104,671113216,1313,1313,0,0,0,1313,1313,0,0
6.347,152.3,236.214,236.214,fly,5.008,2601,0,0,192.00,540917760,679325696,1313,1313,0,0,0,1313,1313,0,0
6.488,155.7,238.605,238.605,fly,4.662,2601,0,0,192.00,540917760,679325696,1313,1313,0,0,0,1313,1313,0,0
6.639,159.3,241.159,241.159,fly,5.278,2601,0,163,192.00,541466624,679854080,1414,1414,0,0,0,1414,1414,0,0
6.782,162.8,243.597,243.597,fly,4.133,2601,0,23,192.00,548257792,686919680,1414,1414,0,0,0,1414,1414,0,0
6.924,166.2,245.999,245.999,fly,5.031,2601,0,0,192.00,549765120,688422912,1414,1414,0,0,0,1414,1414,0,0
7.067,169.6,248.436,248.436,fly,4.222,2601,0,201,192.00,549900288,688427008,1515,1515,0,0,0,1515,1515,0,0
7.209,173.0,250.834,250.834,fly,4.736,2601,0,63,192.00,555171840,693960704,1515,1515,0,0,0,1515,1515,0,0
7.351,176.4,253.247,253.247,fly,4.341,2601,0,0,192.00,559681536,698527744,1515,1515,0,0,0,1515,1515,0,0
7.490,179.8,255.603,255.603,fly,4.061,2601,0,0,192.00,559681536,698527744,1515,1515,0,0,0,1515,1515,0,0
7.637,183.3,258.100,258.100,fly,5.064,2601,0,82,192.00,563781632,702787584,1616,1616,0,0,0,1616,1616,0,0
7.784,186.8,260.603,260.603,fly,4.542,2601,0,0,192.00,569073664,708136960,1616,1616,0,0,0,1616,1616,0,0
7.924,190.2,262.970,262.970,fly,4.106,2601,0,0,192.00,569073664,708136960,1616,1616,0,0,0,1616,1616,0,0
8.079,193.9,265.600,265.600,fly,6.414,2601,0,110,192.00,571797504,711053312,1717,1717,0,0,0,1717,1717,0,0
8.224,197.4,268.069,268.069,fly,4.579,2601,0,0,192.00,578502656,717787136,1717,1717,0,0,0,1717,1717,0,0
8.367,200.8,270.491,270.491,fly,4.297,2601,0,0,192.00,578568192,717856768,1717,1717,0,0,0,1717,1717,0,0
8.512,204.3,272.950,272.950,fly,4.283,2601,0,151,192.00,579219456,718381056,1818,1818,0,0,0,1818,1818,0,0
8.658,207.8,275.429,275.429,fly,5.125,2601,0,5,192.00,587456512,727027712,1818,1818,0,0,0,1818,1818,0,0
8.798,211.1,277.804,277.804,fly,4.047,2601,0,0,192.00,587960320,727592960,1818,1818,0,0,0,1818,1818,0,0
8.952,214.8,280.415,280.415,fly,4.441,2601,0,202,192.00,587997184,727592960,1919,1919,0,0,0,1919,1919,0,0
9.102,218.4,282.966,282.966,fly,4.186,2601,0,46,192.00,593223680,732778496,1919,1919,0,0,0,1919,1919,0,0
9.247,221.9,285.428,285.428,fly,5.555,2601,0,0,192.00,596377600,736120832,1919,1919,0,0,0,1919,1919,0,0
9.393,225.4,287.900,287.900,fly,4.225,2601,0,0,192.00,596377600,736120832,1919,1919,0,0,0,1919,1919,0,0
9.541,229.0,290.413,290.413,fly,3.967,2601,0,59,192.00,601354240,741089280,2020,2020,0,0,0,2020,2020,0,0
9.682,232.4,292.805,292.805,fly,4.062,2601,0,0,192.00,605708288,746024960,2020,2020,0,0,0,2020,2020,0,0
9.817,235.6,295.108,295.108,fly,5.782,2601,0,0,192.00,605782016,746102784,2020,2020,0,0,0,2020,2020,0,0
9.964,239.1,297.598,297.598,fly,4.741,2601,0,102,192.00,608178176,748027904,2121,2121,0,0,0,2121,2121,0,0
10.105,242.5,299.995,299.995,fly,4.068,2601,0,0,192.00,622616576,762859520,2121,2121,0,0,0,2121,2121,0,0
10.247,245.9,302.391,302.391,fly,5.238,2601,0,0,192.00,622723072,762998784,2121,2121,0,0,0,2121,2121,0,0
10.405,249.7,305.081,305.081,fly,7.339,2601,0,176,192.00,640102400,780328960,2222,2222,0,0,0,2222,2222,0,0
10.538,252.9,307.341,307.341,fly,4.531,2601,0,37,192.00,654602240,795025408,2222,2222,0,0,0,2222,2222,0,0
10.664,255.9,309.479,309.479,fly,4.211,2601,0,0,192.00,656748544,797229056,2222,2222,0,0,0,2222,2222,0,0
10.791,259.0,311.636,311.636,fly,4.583,2601,0,0,192.00,656748544,797229056,2222,2222,0,0,0,2222,2222,0,0
10.934,262.4,314.057,314.057,fly,4.994,2601,0,80,192.00,661663744,802123776,2323,2323,0,0,0,2323,2323,0,0
11.071,265.7,316.378,316.378,fly,3.855,2601,0,0,192.00,666206208,806776832,2323,2323,0,0,0,2323,2323,0,0
11.197,268.7,318.518,318.518,fly,4.050,2601,0,0,192.00,666206208,806776832,2323,2323,0,0,0,2323,2323,0,0
11.332,272.0,320.804,320.804,fly,4.206,2601,0,171,192.00,666271744,806776832,2424,2424,0,0,0,2424,2424,0,0
11.466,275.2,323.077,323.077,fly,4.434,2601,0,36,192.00,672804864,813617152,2424,2424,0,0,0,2424,2424,0,0
11.592,278.2,325.227,325.227,fly,4.305,2601,0,0,192.00,675151872,816037888,2424,2424,0,0,0,2424,2424,0,0
11.719,281.3,327.382,327.382,fly,4.519,2601,0,0,192.00,675180544,816037888,2424,2424,0,0,0,2424,2424,0,0
11.864,284.7,329.832,329.832,fly,3.912,2601,0,96,192.00,677801984,818655232,2525,2525,0,0,0,2525,2525,0,0
12.001,288.0,332.160,332.160,fly,4.374,2601,0,0,192.00,683839488,824991744,2525,2525,0,0,0,2525,2525,0,0
12.131,291.1,334.370,334.370,fly,5.914,2601,0,0,192.00,683839488,824991744,2525,2525,0,0,0,2525,2525,0,0
12.268,294.4,336.690,336.690,fly,4.822,2601,0,190,192.00,683958272,824991744,2626,2626,0,0,0,2626,2626,0,0
12.396,297.5,338.872,338.872,fly,3.809,2601,0,44,192.00,689840128,831213568,2626,2626,0,0,0,2626,2626,0,0
12.520,300.5,340.980,340.980,fly,3.788,2601,0,0,192.00,692568064,834043904,2626,2626,0,0,0,2626,2626,0,0
12.641,303.4,343.021,343.021,fly,3.707,2601,0,0,192.00,692568064,834043904,2626,2626,0,0,0,2626,2626,0,0
12.774,306.6,345.283,345.283,fly,4.201,2601,0,119,192.00,694390784,835784704,2727,2727,0,0,0,2727,2727,0,0
12.899,309.6,347.398,347.398,fly,3.767,2601,0,0,192.00,701788160,843853824,2727,2727,0,0,0,2727,2727,0,0
13.024,312.6,349.517,349.517,fly,3.799,2601,0,0,192.00,701788160,843853824,2727,2727,0,0,0,2727,2727,0,0
13.148,315.6,351.632,351.632,fly,4.043,2601,0,0,192.00,701788160,843853824,2727,2727,0,0,0,2727,2727,0,0
13.288,318.9,353.998,353.998,fly,3.770,2601,0,73,192.00,705994752,847642624,2828,2828,0,0,0,2828,2828,0,0
13.412,321.9,356.116,356.116,fly,5.929,2601,0,0,192.00,710438912,852365312,2828,2828,0,0,0,2828,2828,0,0
13.534,324.8,358.181,358.181,fly,3.836,2601,0,0,192.00,710438912,852365312,2828,2828,0,0,0,2828,2828,0,0
13.660,327.8,360.320,360.320,fly,4.683,2601,0,205,192.00,710483968,852893696,2929,2929,0,0,0,2929,2929,0,0
13.788,330.9,362.487,362.487,fly,4.267,2601,0,47,192.00,716210176,858959872,2929,2929,0,0,0,2929,2929,0,0
13.908,333.8,364.526,364.526,fly,3.668,2601,0,0,192.00,719167488,862044160,2929,2929,0,0,0,2929,2929,0,0
14.029,336.7,366.572,366.572,fly,3.835,2601,0,0,192.00,719167488,862044160,2929,2929,0,0,0,2929,2929,0,0
14.152,339.7,368.674,368.674,fly,3.630,2601,0,178,192.00,719405056,862044160,3030,3030,0,0,0,3030,3030,0,0
14.272,342.5,370.698,370.698,fly,3.823,2601,0,32,192.00,725950464,868954112,3030,3030,0,0,0,3030,3030,0,0
14.388,345.3,372.674,372.674,fly,3.769,2601,0,0,192.00,728059904,871137280,3030,3030,0,0,0,3030,3030,0,0
14.502,348.0,374.599,374.599,fly,3.638,2601,0,0,192.00,728059904,871137280,3030,3030,0,0,0,3030,3030,0,0
14.623,350.9,376.658,376.658,fly,4.136,2601,0,177,192.00,728711168,871661568,3131,3131,0,0,0,3131,3131,0,0
14.742,353.8,378.680,378.680,fly,3.706,2601,0,28,192.00,735719424,878882816,3131,3131,0,0,0,3131,3131,0,0
14.855,356.5,380.595,380.595,fly,4.407,2601,0,0,192.00,737599488,880963584,3131,3131,0,0,0,3131,3131,0,0
14.970,359.3,382.544,382.544,fly,3.550,2601,0,0,192.00,737599488,880963584,3131,3131,0,0,0,3131,3131,0,0
15.090,362.2,384.580,384.580,fly,3.559,2601,0,187,192.00,737730560,880963584,3232,3232,0,0,0,3232,3232,0,0
15.205,364.9,386.537,386.537,fly,3.476,2601,0,41,192.00,743100416,886263808,3232,3232,0,0,0,3232,3232,0,0
15.316,367.6,388.418,388.418,fly,3.865,2601,0,0,192.00,745902080,889413632,3232,3232,0,0,0,3232,3232,0,0
15.423,370.2,390.243,390.243,fly,3.375,2601,0,0,192.00,745902080,889413632,3232,3232,0,0,0,3232,3232,0,0
15.541,373.0,392.236,392.236,fly,12.182,2601,0,109,192.00,745918464,889413632,3333,3333,0,0,0,3333,3333,0,0
15.661,375.9,394.268,394.268,fly,3.789,2601,0,66,192.00,750141440,893546496,3333,3333,0,0,0,3333,3333,0,0
15.772,378.5,396.159,396.159,fly,3.405,2601,0,0,192.00,754032640,897601536,3333,3333,0,0,0,3333,3333,0,0
15.884,381.2,398.054,398.054,fly,3.828,2601,0,0,192.00,754032640,897601536,3333,3333,0,0,0,3333,3333,0,0
15.992,383.8,399.900,399.900,fly,3.696,2601,0,0,192.00,754032640,897601536,3333,3333,0,0,0,3333,3333,0,0
16.112,386.7,401.933,401.933,fly,3.558,2601,0,68,192.00,758738944,902414336,3434,3434,0,0,0,3434,3434,0,0
16.224,389.4,403.823,403.823,fly,3.459,2601,0,0,192.00,763826176,907993088,3434,3434,0,0,0,3434,3434,0,0
16.334,392.0,405.695,405.695,fly,3.748,2601,0,0,192.00,763826176,907993088,3434,3434,0,0,0,3434,3434,0,0
16.444,394.7,407.572,407.572,fly,4.327,2601,0,0,192.00,763826176,907993088,3434,3434,0,0,0,3434,3434,0,0
16.564,397.5,409.593,409.593,fly,4.909,2601,0,93,192.00,766623744,910413824,3535,3535,0,0,0,3535,3535,0,0
16.678,400.3,411.530,411.530,fly,3.511,2601,0,0,192.00,772534272,916713472,3535,3535,0,0,0,3535,3535,0,0
16.786,402.9,413.372,413.372,fly,3.511,2601,0,0,192.00,772534272,916713472,3535,3535,0,0,0,3535,3535,0,0
16.895,405.5,415.213,415.213,fly,3.706,2601,0,0,192.00,772534272,916713472,3535,3535,0,0,0,3535,3535,0,0
17.012,408.3,417.199,417.199,fly,4.156,2601,0,122,192.00,773881856,917872640,3636,3636,0,0,0,3636,3636,0,0
17.126,411.0,419.132,419.132,fly,3.304,2601,0,0,192.00,781619200,926093312,3636,3636,0,0,0,3636,3636,0,0
17.235,413.6,420.984,420.984,fly,3.574,2601,0,0,192.00,781619200,926093312,3636,3636,0,0,0,3636,3636,0,0
17.344,416.3,422.833,422.833,fly,3.790,2601,0,0,192.00,781619200,926093312,3636,3636,0,0,0,3636,3636,0,0
17.459,419.0,424.791,424.791,fly,3.544,2601,0,160,192.00,781811712,926093312,3737,3737,0,0,0,3737,3737,0,0
17.573,421.8,426.728,426.728,fly,4.059,2601,0,44,192.00,787816448,932298752,3737,3737,0,0,0,3737,3737,0,0
17.690,424.6,428.705,428.705,fly,3.554,2601,0,0,192.00,790880256,935571456,3737,3737,0,0,0,3737,3737,0,0
17.801,427.2,430.602,430.602,fly,3.702,2601,0,0,192.00,790880256,935571456,3737,3737,0,0,0,3737,3737,0,0
17.918,430.0,432.572,432.572,fly,3.748,2601,0,180,192.00,791044096,935571456,3838,3838,0,0,0,3838,3838,0,0
18.032,432.8,434.513,434.513,fly,3.367,2601,0,35,192.00,797310976,942006272,3838,3838,0,0,0,3838,3838,0,0
18.141,435.4,436.358,436.358,fly,3.401,2601,0,0,192.00,799563776,944320512,3838,3838,0,0,0,3838,3838,0,0
18.249,438.0,438.201,438.201,fly,3.318,2601,0,0,192.00,799563776,944320512,3838,3838,0,0,0,3838,3838,0,0
18.366,440.8,440.189,440.189,fly,9.946,2601,0,107,192.00,799657984,944844800,3939,3939,0,0,0,3939,3939,0,0
18.480,443.5,442.109,442.109,fly,3.847,2601,0,59,192.00,805773312,951324672,3939,3939,0,0,0,3939,3939,0,0
18.589,446.1,443.963,443.963,fly,3.357,2601,0,0,192.00,809766912,955572224,3939,3939,0,0,0,3939,3939,0,0
18.712,449.1,446.049,446.049,fly,3.837,2601,0,0,192.00,809766912,955572224,3939,3939,0,0,0,3939,3939,0,0
18.845,452.3,448.315,448.315,fly,3.714,2601,0,210,192.00,809791488,955572224,4040,4040,0,0,0,4040,4040,0,0
18.953,454.9,450.151,450.151,fly,3.486,2601,0,60,192.00,815742976,961495040,4040,4040,0,0,0,4040,4040,0,0
19.062,457.5,451.991,451.991,fly,3.607,2601,0,0,192.00,819585024,965468160,4040,4040,0,0,0,4040,4040,0,0
19.169,460.0,453.802,453.802,fly,3.563,2601,0,0,192.00,819585024,965468160,4040,4040,0,0,0,4040,4040,0,0
19.274,462.6,455.585,455.585,fly,3.319,2601,0,0,192.00,819585024,965468160,4040,4040,0,0,0,4040,4040,0,0
19.394,465.5,457.633,457.633,fly,4.641,2601,0,79,192.00,823844864,970067968,4141,4141,0,0,0,4141,4141,0,0
19.503,468.1,459.484,459.484,fly,3.501,2601,0,0,192.00,828547072,974602240,4141,4141,0,0,0,4141,4141,0,0
19.609,470.6,461.272,461.272,fly,3.252,2601,0,0,192.00,828547072,974602240,4141,4141,0,0,0,4141,4141,0,0
19.713,473.1,463.049,463.049,fly,3.470,2601,0,0,192.00,828547072,974602240,4141,4141,0,0,0,4141,4141,0,0
19.823,475.8,464.915,464.915,fly,3.053,2601,0,127,192.00,829595648,975405056,4242,4242,0,0,0,4242,4242,0,0
19.927,478.3,466.675,466.675,fly,3.307,2601,0,0,192.00,837644288,984166400,4242,4242,0,0,0,4242,4242,0,0
20.024,480.6,468.314,468.314,fly,3.103,2601,0,0,192.00,837644288,984166400,4242,4242,0,0,0,4242,4242,0,0
20.121,482.9,469.963,469.963,fly,3.016,2601,0,0,192.00,837644288,984166400,4242,4242,0,0,0,4242,4242,0,0
20.219,485.3,471.624,471.624,fly,3.278,2601,0,0,192.00,837644288,984166400,4242,4242,0,0,0,4242,4242,0,0
20.326,487.8,473.444,473.444,fly,3.082,2601,0,83,192.00,841306112,987500544,4343,4343,0,0,0,4343,4343,0,0
20.427,490.2,475.159,475.159,fly,3.259,2601,0,0,192.00,846405632,992948224,4343,4343,0,0,0,4343,4343,0,0
20.525,492.6,476.827,476.827,fly,3.243,2601,0,0,192.00,846405632,992948224,4343,4343,0,0,0,4343,4343,0,0
20.625,495.0,478.512,478.512,fly,3.026,2601,0,0,192.00,846405632,992948224,4343,4343,0,0,0,4343,4343,0,0
20.731,497.5,480.319,480.319,fly,4.122,2601,0,191,192.00,846512128,992948224,4444,4444,0,0,0,4444,4444,0,0
20.835,500.0,482.084,482.084,fly,3.434,2601,0,51,192.00,851746816,998490112,4444,4444,0,0,0,4444,4444,0,0
20.941,502.6,483.878,483.878,fly,3.033,2601,0,0,192.00,855228416,1002254336,4444,4444,0,0,0,4444,4444,0,0
21.042,505.0,485.599,485.599,fly,3.607,2601,0,0,192.00,855228416,1002254336,4444,4444,0,0,0,4444,4444,0,0
21.159,507.8,487.581,487.581,fly,3.351,2601,0,0,192.00,855228416,1002254336,4444,4444,0,0,0,4444,4444,0,0
21.311,511.5,490.154,490.154,fly,5.936,2601,0,70,192.00,860135424,1006915584,4545,4545,0,0,0,4545,4545,0,0
21.415,514.0,491.933,491.933,fly,3.158,2601,0,0,192.00,865038336,1012363264,4545,4545,0,0,0,4545,4545,0,0
21.522,516.5,493.749,493.749,fly,3.164,2601,0,0,192.00,865030144,1012322304,4545,4545,0,0,0,4545,4545,0,0
21.625,519.0,495.488,495.488,fly,3.317,2601,0,0,192.00,865120256,1012449280,4545,4545,0,0,0,4545,4545,0,0
21.738,521.7,497.413,497.413,fly,3.013,2601,0,98,192.00,869044224,1017110528,4646,4646,0,0,0,4646,4646,0,0
21.841,524.2,499.160,499.160,fly,3.320,2601,0,0,192.00,875102208,1023377408,4646,4646,0,0,0,4646,4646,0,0
21.938,526.5,500.800,500.800,fly,3.245,2601,0,0,192.00,875102208,1023377408,4646,4646,0,0,0,4646,4646,0,0
22.037,528.9,502.473,502.473,fly,4.702,2601,0,0,192.00,875102208,1023377408,4646,4646,0,0,0,4646,4646,0,0
22.143,531.4,504.272,504.272,fly,12.061,2601,0,107,192.00,875188224,1023508480,4747,4747,0,0,0,4747,4747,0,0
22.245,533.9,506.010,506.010,fly,3.265,2601,0,53,192.00,881270784,1029771264,4747,4747,0,0,0,4747,4747,0,0
22.358,536.6,507.922,507.922,fly,2.933,2601,0,0,192.00,884776960,1033404416,4747,4747,0,0,0,4747,4747,0,0
22.458,539.0,509.627,509.627,fly,3.010,2601,0,0,192.00,884776960,1033404416,4747,4747,0,0,0,4747,4747,0,0
22.557,541.4,511.299,511.299,fly,3.070,2601,0,0,192.00,884776960,1033404416,4747,4747,0,0,0,4747,4747,0,0
22.672,544.1,513.251,513.251,fly,4.818,2601,0,123,192.00,886018048,1034412032,4848,4848,0,0,0,4848,4848,0,0
22.783,546.8,515.137,515.137,fly,3.339,2601,0,0,192.00,893882368,1042833408,4848,4848,0,0,0,4848,4848,0,0
22.884,549.2,516.846,516.846,fly,4.370,2601,0,0,192.00,893886464,1042833408,4848,4848,0,0,0,4848,4848,0,0
22.982,551.6,518.524,518.524,fly,3.130,2601,0,0,192.00,893886464,1042833408,4848,4848,0,0,0,4848,4848,0,0
23.096,554.3,520.447,520.447,fly,3.940,2601,0,190,192.00,894021632,1042833408,4949,4949,0,0,0,4949,4949,0,0
23.206,556.9,522.318,522.318,fly,3.005,2601,0,26,192.00,901128192,1050279936,4949,4949,0,0,0,4949,4949,0,0
23.306,559.4,524.025,524.025,fly,3.472,2601,0,0,192.00,902836224,1052041216,4949,4949,0,0,0,4949,4949,0,0
23.412,561.9,525.815,525.815,fly,3.705,2601,0,0,192.00,902836224,1052041216,4949,4949,0,0,0,4949,4949,0,0
23.513,564.3,527.534,527.534,fly,3.118,2601,0,0,192.00,902836224,1052041216,4949,4949,0,0,0,4949,4949,0,0
23.628,567.1,529.479,529.479,fly,2.986,2601,0,96,192.00,906190848,1055404032,5050,5050,0,0,0,5050,5050,0,0
23.731,569.5,531.231,531.231,fly,3.114,2601,0,0,192.00,912199680,1061994496,5050,5050,0,0,0,5050,5050,0,0
23.829,571.9,532.891,532.891,fly,2.963,2601,0,0,192.00,912199680,1061994496,5050,5050,0,0,0,5050,5050,0,0
23.927,574.3,534.560,534.560,fly,4.508,2601,0,0,192.00,912203776,1061994496,5050,5050,0,0,0,5050,5050,0,0
24.034,576.8,536.365,536.365,fly,3.772,2601,0,197,192.00,912330752,1062125568,5151,5151,0,0,0,5151,5151,0,0
24.139,579.3,538.156,538.156,fly,4.968,2601,0,43,192.00,918618112,1068535808,5151,5151,0,0,0,5151,5151,0,0
24.246,581.9,539.962,539.962,fly,3.047,2601,0,0,192.00,921374720,1071321088,5151,5151,0,0,0,5151,5151,0,0
24.342,584.2,541.606,541.606,fly,3.193,2601,0,0,192.00,921374720,1071321088,5151,5151,0,0,0,5151,5151,0,0
24.437,586.5,543.208,543.208,fly,2.809,2601,0,0,192.00,921374720,1071321088,5151,5151,0,0,0,5151,5151,0,0
24.544,589.1,545.027,545.027,fly,3.818,2601,0,140,192.00,921714688,1071386624,5252,5252,0,0,0,5252,5252,0,0
24.647,591.5,546.773,546.773,fly,3.078,2601,0,0,192.00,930447360,1080827904,5252,5252,0,0,0,5252,5252,0,0
24.744,593.9,548.426,548.426,fly,3.345,2601,0,0,192.00,930447360,1080827904,5252,5252,0,0,0,5252,5252,0,0
24.836,596.1,549.979,549.979,fly,2.853,2601,0,0,192.00,930447360,1080827904,5252,5252,0,0,0,5252,5252,0,0
24.932,598.4,551.614,551.614,fly,2.839,2601,0,0,192.00,930447360,1080827904,5252,5252,0,0,0,5252,5252,0,0
25.047,601.1,553.556,553.556,fly,4.218,2601,0,98,192.00,933314560,1083252736,5353,5353,0,0,0,5353,5353,0,0
25.152,603.6,555.336,555.336,fly,3.504,2601,0,0,192.00,939339776,1089622016,5353,5353,0,0,0,5353,5353,0,0
25.246,605.9,556.934,556.934,fly,3.205,2601,0,0,192.00,939339776,1089622016,5353,5353,0,0,0,5353,5353,0,0
25.346,608.3,558.644,558.644,fly,3.581,2601,0,0,192.00,939339776,1089622016,5353,5353,0,0,0,5353,5353,0,0
25.455,610.9,560.489,560.489,fly,3.625,2601,0,179,192.00,939479040,1089622016,5454,5454,0,0,0,5454,5454,0,0
25.563,613.5,562.323,562.323,fly,2.893,2601,0,41,192.00,945389568,1095966720,5454,5454,0,0,0,5454,5454,0,0
25.660,615.8,563.965,563.965,fly,2.788,2601,0,0,192.00,947933184,1098407936,5454,5454,0,0,0,5454,5454,0,0
25.755,618.1,565.575,565.575,fly,2.802,2601,0,0,192.00,947933184,1098407936,5454,5454,0,0,0,5454,5454,0,0
25.853,620.5,567.240,567.240,fly,2.931,2601,0,0,192.00,947933184,1098407936,5454,5454,0,0,0,5454,5454,0,0
25.963,623.1,569.100,569.100,fly,4.995,2601,0,121,192.00,949055488,1099345920,5555,5555,0,0,0,5555,5555,0,0
26.063,625.5,570.801,570.801,fly,3.106,2601,0,0,192.00,956841984,1107718144,5555,5555,0,0,0,5555,5555,0,0
26.157,627.8,572.394,572.394,fly,2.926,2601,0,0,192.00,956841984,1107718144,5555,5555,0,0,0,5555,5555,0,0
26.252,630.0,574.012,574.012,fly,3.159,2601,0,0,192.00,956841984,1107718144,5555,5555,0,0,0,5555,5555,0,0
26.344,632.3,575.569,575.569,fly,2.880,2601,0,0,192.00,956841984,1107718144,5555,5555,0,0,0,5555,5555,0,0
26.461,635.1,577.554,577.554,fly,3.020,2601,0,81,192.00,960577536,1111326720,5656,5656,0,0,0,5656,5656,0,0
26.558,637.4,579.199,579.199,fly,2.789,2601,0,0,192.00,965935104,1117216768,5656,5656,0,0,0,5656,5656,0,0
26.654,639.7,580.839,580.839,fly,3.325,2601,0,0,192.00,965935104,1117216768,5656,5656,0,0,0,5656,5656,0,0
26.753,642.1,582.509,582.509,fly,3.050,2601,0,0,192.00,965935104,1117216768,5656,5656,0,0,0,5656,5656,0,0
26.862,644.7,584.364,584.364,fly,3.553,2601,0,192,192.00,966094848,1117216768,5757,5757,0,0,0,5757,5757,0,0
26.971,647.3,586.206,586.206,fly,3.179,2601,0,27,192.00,973008896,1124388864,5757,5757,0,0,0,5757,5757,0,0
