elapsed_s,distance_m,x,y,mode,frame_ms,resident_packages,pending_packages,worker_queue,complete_radius_m,working_set_bytes,private_bytes,packages_created,packages_retired,wake_water_body,wake_topology,wake_mesh,wake_collision,wake_grass,wake_tree
28.503,684.1,612.211,612.211,fly,2.860,2601,0,0,192.00,1040715776,1187352576,6060,6060,0,0,6060,6060,0,0
28.594,686.3,613.758,613.758,fly,2.847,2601,0,0,192.00,1040785408,1187352576,6060,6060,0,0,6060,6060,0,0
28.684,688.4,615.276,615.276,fly,2.867,2601,0,0,192.00,1040785408,1187352576,6060,6060,0,0,6060,6060,0,0
28.781,690.7,616.928,616.928,fly,2.875,2601,0,146,192.00,1057820672,1204166656,6161,6161,0,0,6161,6161,0,0
28.873,693.0,618.493,618.493,fly,3.379,2601,0,23,192.00,1064796160,1211617280,6161,6161,0,0,6161,6161,0,0
28.963,695.1,620.012,620.012,fly,2.891,2601,0,0,192.00,1066287104,1213063168,6161,6161,0,0,6161,6161,0,0
29.052,697.3,621.535,621.535,fly,2.852,2601,0,0,192.00,1066356736,1213198336,6161,6161,0,0,6161,6161,0,0
29.143,699.4,623.082,623.082,fly,3.116,2601,0,0,192.00,1066356736,1213198336,6161,6161,0,0,6161,6161,0,0
29.241,701.8,624.730,624.730,fly,3.436,2601,0,147,192.00,1066635264,1213198336,6262,6262,0,0,6262,6262,0,0
29.333,704.0,626.299,626.299,fly,2.909,2601,0,19,192.00,1074249728,1221324800,6262,6262,0,0,6262,6262,0,0
29.425,706.2,627.859,627.859,fly,2.932,2601,0,0,192.00,1075306496,1222483968,6262,6262,0,0,6262,6262,0,0
29.517,708.4,629.414,629.414,fly,2.949,2601,0,0,192.00,1075376128,1222619136,6262,6262,0,0,6262,6262,0,0
29.606,710.6,630.938,630.938,fly,3.034,2601,0,0,192.00,1075376128,1222619136,6262,6262,0,0,6262,6262,0,0
29.705,712.9,632.606,632.606,fly,3.890,2601,0,159,192.00,1075732480,1222619136,6363,6363,0,0,6363,6363,0,0
29.798,715.1,634.184,634.184,fly,2.917,2601,0,28,192.00,1082052608,1229078528,6363,6363,0,0,6363,6363,0,0
29.890,717.4,635.752,635.752,fly,3.069,2601,0,0,192.00,1083871232,1231110144,6363,6363,0,0,6363,6363,0,0
29.982,719.6,637.305,637.305,fly,3.398,2601,0,0,192.00,1083940864,1231110144,6363,6363,0,0,6363,6363,0,0
30.072,721.7,638.838,638.838,fly,4.020,2601,0,0,192.00,1083940864,1231110144,6363,6363,0,0,6363,6363,0,0
30.186,724.5,640.773,640.773,fly,3.082,2601,0,150,192.00,1084133376,1231110144,6464,6464,0,0,6464,6464,0,0
30.285,726.8,642.457,642.457,fly,2.911,2601,0,10,192.00,1092116480,1239552000,6464,6464,0,0,6464,6464,0,0
30.376,729.0,644.006,644.006,fly,3.166,2601,0,0,192.00,1092812800,1240317952,6464,6464,0,0,6464,6464,0,0
30.467,731.2,645.544,645.544,fly,2.884,2601,0,0,192.00,1092882432,1240453120,6464,6464,0,0,6464,6464,0,0
30.563,733.5,647.173,647.173,fly,2.931,2601,0,0,192.00,1092882432,1240453120,6464,6464,0,0,6464,6464,0,0
30.667,736.0,648.943,648.943,fly,2.970,2601,0,137,192.00,1093263360,1240453120,6565,6565,0,0,6565,6565,0,0
30.762,738.3,650.551,650.551,fly,2.989,2601,0,0,192.00,1101541376,1249206272,6565,6565,0,0,6565,6565,0,0
30.854,740.5,652.116,652.116,fly,3.236,2601,0,0,192.00,1101541376,1249206272,6565,6565,0,0,6565,6565,0,0
30.944,742.7,653.641,653.641,fly,2.981,2601,0,0,192.00,1101606912,1249206272,6565,6565,0,0,6565,6565,0,0
31.035,744.9,655.189,655.189,fly,2.899,2601,0,0,192.00,1101606912,1249206272,6565,6565,0,0,6565,6565,0,0
31.140,747.4,656.971,656.971,fly,3.790,2601,0,140,192.00,1101844480,1249206272,6666,6666,0,0,6666,6666,0,0
31.239,749.7,658.652,658.652,fly,4.193,2601,0,0,192.00,1109876736,1257668608,6666,6666,0,0,6666,6666,0,0
31.335,752.0,660.265,660.265,fly,3.066,2601,0,0,192.00,1109876736,1257668608,6666,6666,0,0,6666,6666,0,0
31.429,754.3,661.871,661.871,fly,3.223,2601,0,0,192.00,1109946368,1257803776,6666,6666,0,0,6666,6666,0,0
31.523,756.6,663.471,663.471,fly,3.154,2601,0,0,192.00,1109946368,1257803776,6666,6666,0,0,6666,6666,0,0
31.624,759.0,665.174,665.174,fly,3.230,2601,0,115,192.00,1111494656,1259184128,6767,6767,0,0,6767,6767,0,0
31.719,761.3,666.790,666.790,fly,2.994,2601,0,0,192.00,1118539776,1266745344,6767,6767,0,0,6767,6767,0,0
31.813,763.5,668.381,668.381,fly,3.074,2601,0,0,192.00,1118539776,1266745344,6767,6767,0,0,6767,6767,0,0
31.906,765.7,669.964,669.964,fly,3.133,2601,0,0,192.00,1118609408,1266745344,6767,6767,0,0,6767,6767,0,0
31.998,768.0,671.531,671.531,fly,2.970,2601,0,0,192.00,1118609408,1266745344,6767,6767,0,0,6767,6767,0,0
32.099,770.4,673.247,673.247,fly,3.081,2601,0,101,192.00,1121308672,1269141504,6868,6868,0,0,6868,6868,0,0
32.197,772.7,674.909,674.909,fly,3.375,2601,0,0,192.00,1127321600,1275641856,6868,6868,0,0,6868,6868,0,0
32.292,775.0,676.507,676.507,fly,3.147,2601,0,0,192.00,1127321600,1275641856,6868,6868,0,0,6868,6868,0,0
32.385,777.2,678.088,678.088,fly,3.441,2601,0,0,192.00,1127387136,1275641856,6868,6868,0,0,6868,6868,0,0
32.479,779.5,679.693,679.693,fly,3.033,2601,0,0,192.00,1127387136,1275641856,6868,6868,0,0,6868,6868,0,0
32.589,782.1,681.561,681.561,fly,4.133,2601,0,59,192.00,1132912640,1281507328,6969,6969,0,0,6969,6969,0,0
32.690,784.6,683.262,683.262,fly,3.384,2601,0,0,192.00,1136541696,1285103616,6969,6969,0,0,6969,6969,0,0
32.784,786.8,684.866,684.866,fly,3.068,2601,0,0,192.00,1136635904,1285238784,6969,6969,0,0,6969,6969,0,0
32.881,789.2,686.516,686.516,fly,3.015,2601,0,0,192.00,1136705536,1285316608,6969,6969,0,0,6969,6969,0,0
32.990,791.8,688.367,688.367,fly,4.156,2601,0,190,192.00,1136844800,1285316608,7070,7070,0,0,7070,7070,0,0
33.090,794.2,690.052,690.052,fly,3.221,2601,0,6,192.00,1145315328,1294200832,7070,7070,0,0,7070,7070,0,0
33.185,796.4,691.668,691.668,fly,3.006,2601,0,0,192.00,1145593856,1294471168,7070,7070,0,0,7070,7070,0,0
33.283,798.8,693.326,693.326,fly,3.183,2601,0,0,192.00,1145663488,1294606336,7070,7070,0,0,7070,7070,0,0
33.382,801.2,695.018,695.018,fly,3.057,2601,0,0,192.00,1145663488,1294606336,7070,7070,0,0,7070,7070,0,0
33.489,803.7,696.832,696.832,fly,3.429,2601,0,132,192.00,1146507264,1295003648,7171,7171,0,0,7171,7171,0,0
33.588,806.1,698.507,698.507,fly,3.422,2601,0,0,192.00,1154596864,1303715840,7171,7171,0,0,7171,7171,0,0
33.684,808.4,700.137,700.137,fly,3.463,2601,0,0,192.00,1154596864,1303715840,7171,7171,0,0,7171,7171,0,0
33.780,810.7,701.759,701.759,fly,3.279,2601,0,0,192.00,1154592768,1303715840,7171,7171,0,0,7171,7171,0,0
33.878,813.1,703.436,703.436,fly,3.200,2601,0,0,192.00,1154592768,1303715840,7171,7171,0,0,7171,7171,0,0
33.988,815.7,705.294,705.294,fly,4.042,2601,0,87,192.00,1158250496,1307189248,7272,7272,0,0,7272,7272,0,0
34.091,818.2,707.048,707.048,fly,3.265,2601,0,0,192.00,1165238272,1314385920,7272,7272,0,0,7272,7272,0,0
34.202,820.8,708.919,708.919,fly,3.204,2601,0,0,192.00,1165271040,1314385920,7272,7272,0,0,7272,7272,0,0
34.305,823.3,710.675,710.675,fly,3.854,2601,0,0,192.00,1165529088,1314652160,7272,7272,0,0,7272,7272,0,0
34.419,826.1,712.614,712.614,fly,3.288,2601,0,172,192.00,1165619200,1314652160,7373,7373,0,0,7373,7373,0,0
34.544,829.1,714.730,714.730,fly,3.645,2601,0,9,192.00,1173430272,1322975232,7373,7373,0,0,7373,7373,0,0
34.649,831.6,716.506,716.506,fly,3.224,2601,0,0,192.00,1173905408,1323511808,7373,7373,0,0,7373,7373,0,0
34.752,834.1,718.268,718.268,fly,3.214,2601,0,0,192.00,1173975040,1323511808,7373,7373,0,0,7373,7373,0,0
34.856,836.5,720.018,720.018,fly,3.649,2601,101,0,192.00,1173975040,1323511808,7373,7373,0,0,7373,7373,0,0
34.986,839.7,722.228,722.228,fly,3.232,2601,0,35,192.00,1180413952,1330122752,7474,7474,0,0,7474,7474,0,0
35.093,842.2,724.042,724.042,fly,3.237,2601,0,0,192.00,1182789632,1332617216,7474,7474,0,0,7474,7474,0,0
35.198,844.8,725.837,725.837,fly,3.303,2601,0,0,192.00,1182785536,1332617216,7474,7474,0,0,7474,7474,0,0
35.324,847.8,727.971,727.971,fly,3.795,2601,0,0,192.00,1182785536,1332617216,7474,7474,0,0,7474,7474,0,0
35.461,851.1,730.294,730.294,fly,4.045,2601,0,42,192.00,1188667392,1338331136,7575,7575,0,0,7575,7575,0,0
35.576,853.8,732.246,732.246,fly,3.219,2601,0,0,192.00,1191428096,1341300736,7575,7575,0,0,7575,7575,0,0
35.686,856.5,734.116,734.116,fly,4.206,2601,0,0,192.00,1191497728,1341300736,7575,7575,0,0,7575,7575,0,0
35.793,859.0,735.920,735.920,fly,3.241,2601,0,0,192.00,1191497728,1341300736,7575,7575,0,0,7575,7575,0,0
35.933,862.4,738.310,738.310,fly,4.470,2601,0,34,192.00,1197412352,1347436544,7676,7676,0,0,7676,7676,0,0
36.056,865.3,740.384,740.384,fly,4.845,2601,0,0,192.00,1200173056,1350369280,7676,7676,0,0,7676,7676,0,0
36.167,868.0,742.280,742.280,fly,3.277,2601,0,0,192.00,1200168960,1350369280,7676,7676,0,0,7676,7676,0,0
36.285,870.8,744.281,744.281,fly,14.416,2601,0,104,192.00,1200201728,1350369280,7777,7777,0,0,7777,7777,0,0
36.415,874.0,746.486,746.486,fly,3.868,2601,0,17,192.00,1207189504,1357443072,7777,7777,0,0,7777,7777,0,0
36.530,876.7,748.430,748.430,fly,3.490,2601,0,0,192.00,1208270848,1358786560,7777,7777,0,0,7777,7777,0,0
36.641,879.4,750.310,750.310,fly,3.894,2601,0,0,192.00,1208340480,1358786560,7777,7777,0,0,7777,7777,0,0
36.760,882.2,752.332,752.332,fly,4.715,2601,0,198,192.00,1208401920,1358786560,7878,7878,0,0,7878,7878,0,0
36.896,885.5,754.639,754.639,fly,4.127,2601,0,3,192.00,1216700416,1367060480,7878,7878,0,0,7878,7878,0,0
37.006,888.1,756.517,756.517,fly,4.604,2601,0,0,192.00,1216970752,1367326720,7878,7878,0,0,7878,7878,0,0
37.115,890.8,758.363,758.363,fly,3.373,2601,0,0,192.00,1217040384,1367592960,7878,7878,0,0,7878,7878,0,0
37.234,893.6,760.382,760.382,fly,4.538,2601,0,194,192.00,1217056768,1367592960,7979,7979,0,0,7979,7979,0,0
37.368,896.8,762.654,762.654,fly,3.743,2601,0,1,192.00,1225613312,1376391168,7979,7979,0,0,7979,7979,0,0
37.478,899.5,764.522,764.522,fly,3.314,2601,0,0,192.00,1225650176,1376657408,7979,7979,0,0,7979,7979,0,0
37.590,902.2,766.422,766.422,fly,3.982,2601,0,0,192.00,1225719808,1376657408,7979,7979,0,0,7979,7979,0,0
37.713,905.1,768.514,768.514,fly,4.578,2601,0,185,192.00,1225895936,1376657408,8080,8080,0,0,8080,8080,0,0
37.844,908.2,770.730,770.730,fly,3.492,2601,0,0,192.00,1234026496,1384808448,8080,8080,0,0,8080,8080,0,0
37.957,911.0,772.647,772.647,fly,3.933,2601,0,0,192.00,1234026496,1384808448,8080,8080,0,0,8080,8080,0,0
38.068,913.6,774.534,774.534,fly,3.354,2601,0,0,192.00,1234096128,1385074688,8080,8080,0,0,8080,8080,0,0
38.192,916.6,776.648,776.648,fly,4.613,2601,0,170,192.00,1234153472,1385074688,8181,8181,0,0,8181,8181,0,0
38.321,919.7,778.822,778.822,fly,3.574,2601,0,0,192.00,1242423296,1393659904,8181,8181,0,0,8181,8181,0,0
38.436,922.5,780.773,780.773,fly,3.490,2601,0,0,192.00,1242423296,1393659904,8181,8181,0,0,8181,8181,0,0
38.548,925.1,782.675,782.675,fly,3.894,2601,0,0,192.00,1242492928,1393659904,8181,8181,0,0,8181,8181,0,0
38.679,928.3,784.907,784.907,fly,5.342,2601,0,152,192.00,1242714112,1393659904,8282,8282,0,0,8282,8282,0,0
38.808,931.4,787.099,787.099,fly,4.064,2601,0,0,192.00,1251209216,1403084800,8282,8282,0,0,8282,8282,0,0
38.917,934.0,788.938,788.938,fly,3.784,2601,0,0,192.00,1251209216,1403084800,8282,8282,0,0,8282,8282,0,0
39.030,936.7,790.867,790.867,fly,3.960,2601,0,0,192.00,1251278848,1403084800,8282,8282,0,0,8282,8282,0,0
39.158,939.8,793.040,793.040,fly,3.656,2601,0,141,192.00,1251684352,1403084800,8383,8383,0,0,8383,8383,0,0
39.284,942.8,795.179,795.179,fly,3.327,2601,0,0,192.00,1259474944,1411248128,8383,8383,0,0,8383,8383,0,0
39.401,945.6,797.149,797.149,fly,4.081,2601,0,0,192.00,1259544576,1411248128,8383,8383,0,0,8383,8383,0,0
39.525,948.6,799.266,799.266,fly,3.461,2601,0,0,192.00,1259544576,1411248128,8383,8383,0,0,8383,8383,0,0
39.660,951.8,801.553,801.553,fly,4.447,2601,0,95,192.00,1262297088,1414008832,8484,8484,0,0,8484,8484,0,0
39.786,954.9,803.696,803.696,fly,3.548,2601,0,0,192.00,1268228096,1420115968,8484,8484,0,0,8484,8484,0,0
39.899,957.6,805.603,805.603,fly,3.371,2601,0,0,192.00,1268297728,1420382208,8484,8484,0,0,8484,8484,0,0
40.011,960.3,807.502,807.502,fly,3.360,2601,0,0,192.00,1268297728,1420382208,8484,8484,0,0,8484,8484,0,0
40.151,963.6,809.890,809.890,fly,4.907,2601,0,75,192.00,1272446976,1424429056,8585,8585,0,0,8585,8585,0,0
40.275,966.6,811.985,811.985,fly,4.376,2601,0,0,192.00,1276805120,1429012480,8585,8585,0,0,8585,8585,0,0
40.417,970.0,814.395,814.395,fly,3.814,2601,0,0,192.00,1276874752,1429012480,8585,8585,0,0,8585,8585,0,0
40.547,973.1,816.607,816.607,fly,3.411,2601,0,175,192.00,1277022208,1429012480,8686,8686,0,0,8686,8686,0,0
40.683,976.4,818.909,818.909,fly,3.358,2601,0,0,192.00,1285849088,1438031872,8686,8686,0,0,8686,8686,0,0
40.795,979.1,820.807,820.807,fly,3.402,2601,0,0,192.00,1285849088,1438031872,8686,8686,0,0,8686,8686,0,0
40.916,982.0,822.863,822.863,fly,3.383,2601,0,0,192.00,1285844992,1438031872,8686,8686,0,0,8686,8686,0,0
41.047,985.1,825.085,825.085,fly,3.839,2601,0,140,192.00,1286004736,1438031872,8787,8787,0,0,8787,8787,0,0
41.178,988.3,827.310,827.310,fly,4.592,2601,0,0,192.00,1294782464,1447305216,8787,8787,0,0,8787,8787,0,0
41.290,991.0,829.210,829.210,fly,3.913,2601,0,0,192.00,1294782464,1447305216,8787,8787,0,0,8787,8787,0,0
41.401,993.6,831.100,831.100,fly,3.802,2601,0,0,192.00,1294778368,1447305216,8787,8787,0,0,8787,8787,0,0
41.536,996.9,833.397,833.397,fly,5.058,2601,0,108,192.00,1296613376,1448927232,8888,8888,0,0,8888,8888,0,0
41.661,999.9,835.506,835.506,fly,3.834,2601,0,0,192.00,1303154688,1455714304,8888,8888,0,0,8888,8888,0,0
41.776,1002.6,837.458,837.458,fly,5.892,2601,0,0,192.00,1303154688,1455714304,8888,8888,0,0,8888,8888,0,0
41.893,1005.4,839.447,839.447,fly,3.937,2601,0,0,192.00,1303150592,1455714304,8888,8888,0,0,8888,8888,0,0
42.036,1008.9,841.867,841.867,fly,4.686,2601,0,73,192.00,1307336704,1460170752,8989,8989,0,0,8989,8989,0,0
42.160,1011.8,843.978,843.978,fly,4.124,2601,0,0,192.00,1311576064,1464520704,8989,8989,0,0,8989,8989,0,0
42.281,1014.7,846.034,846.034,fly,3.852,2601,0,0,192.00,1311571968,1464520704,8989,8989,0,0,8989,8989,0,0
42.400,1017.6,848.046,848.046,fly,4.524,2601,101,0,192.00,1311645696,1464786944,8989,8989,0,0,8989,8989,0,0
42.546,1021.1,850.524,850.524,fly,3.735,2601,0,26,192.00,1318879232,1472237568,9090,9090,0,0,9090,9090,0,0
42.671,1024.1,852.651,852.651,fly,4.083,2601,0,0,192.00,1320300544,1473478656,9090,9090,0,0,9090,9090,0,0
42.792,1027.0,854.705,854.705,fly,3.710,2601,0,0,192.00,1320370176,1473478656,9090,9090,0,0,9090,9090,0,0
42.934,1030.4,857.111,857.111,fly,3.777,2601,0,139,192.00,1321418752,1474019328,9191,9191,0,0,9191,9191,0,0
43.072,1033.7,859.448,859.448,fly,4.511,2601,0,0,192.00,1329815552,1482768384,9191,9191,0,0,9191,9191,0,0
43.194,1036.7,861.524,861.524,fly,3.484,2601,0,0,192.00,1329815552,1482768384,9191,9191,0,0,9191,9191,0,0
43.311,1039.5,863.521,863.521,fly,5.757,2601,0,0,192.00,1329811456,1482768384,9191,9191,0,0,9191,9191,0,0
43.456,1043.0,865.977,865.977,fly,4.206,2601,0,63,192.00,1334018048,1486942208,9292,9292,0,0,9292,9292,0,0
43.577,1045.8,868.025,868.025,fly,3.729,2601,0,0,192.00,1338429440,1491865600,9292,9292,0,0,9292,9292,0,0
43.694,1048.7,870.018,870.018,fly,4.091,2601,0,0,192.00,1338425344,1491865600,9292,9292,0,0,9292,9292,0,0
43.807,1051.4,871.931,871.931,fly,3.615,2601,0,0,192.00,1338499072,1492131840,9292,9292,0,0,9292,9292,0,0
43.959,1055.0,874.515,874.515,fly,5.308,2601,0,15,192.00,1345794048,1499283456,9393,9393,0,0,9393,9393,0,0
44.078,1057.9,876.535,876.535,fly,3.498,2601,0,0,192.00,1346940928,1500438528,9393,9393,0,0,9393,9393,0,0
44.202,1060.9,878.634,878.634,fly,3.450,2601,0,0,192.00,1347010560,1500708864,9393,9393,0,0,9393,9393,0,0
44.337,1064.1,880.922,880.922,fly,5.143,2601,0,152,192.00,1347178496,1500708864,9494,9494,0,0,9494,9494,0,0
44.472,1067.3,883.219,883.219,fly,4.087,2601,0,0,192.00,1355608064,1509302272,9494,9494,0,0,9494,9494,0,0
44.594,1070.3,885.293,885.293,fly,3.649,2601,0,0,192.00,1355608064,1509302272,9494,9494,0,0,9494,9494,0,0
44.715,1073.2,887.338,887.338,fly,3.652,2601,0,0,192.00,1355866112,1509568512,9494,9494,0,0,9494,9494,0,0
44.866,1076.8,889.896,889.896,fly,4.933,2601,0,72,192.00,1359368192,1512919040,9595,9595,0,0,9595,9595,0,0
44.998,1080.0,892.149,892.149,fly,3.425,2601,0,0,192.00,1363816448,1518026752,9595,9595,0,0,9595,9595,0,0
45.126,1083.0,894.307,894.307,fly,4.384,2601,0,0,192.00,1363886080,1518026752,9595,9595,0,0,9595,9595,0,0
45.267,1086.4,896.705,896.705,fly,4.517,2601,0,169,192.00,1364029440,1518026752,9696,9696,0,0,9696,9696,0,0
45.409,1089.8,899.125,899.125,fly,4.969,2601,0,0,192.00,1372766208,1527099392,9696,9696,0,0,9696,9696,0,0
45.524,1092.6,901.077,901.077,fly,4.120,2601,0,0,192.00,1372766208,1527099392,9696,9696,0,0,9696,9696,0,0
45.640,1095.4,903.045,903.045,fly,4.026,2601,0,0,192.00,1372762112,1527099392,9696,9696,0,0,9696,9696,0,0
45.781,1098.8,905.437,905.437,fly,4.969,2601,0,106,192.00,1375277056,1529319424,9797,9797,0,0,9797,9797,0,0
45.921,1102.1,907.809,907.809,fly,3.990,2601,0,0,192.00,1381892096,1536249856,9797,9797,0,0,9797,9797,0,0
46.048,1105.2,909.959,909.959,fly,4.500,2601,0,0,192.00,1381892096,1536249856,9797,9797,0,0,9797,9797,0,0
46.172,1108.1,912.062,912.062,fly,4.655,2601,101,0,192.00,1381888000,1536249856,9797,9797,0,0,9797,9797,0,0
46.328,1111.9,914.705,914.705,fly,4.567,2601,0,2,192.00,1390530560,1544949760,9898,9898,0,0,9898,9898,0,0
46.456,1114.9,916.878,916.878,fly,4.259,2601,0,0,192.00,1390792704,1545216000,9898,9898,0,0,9898,9898,0,0
46.584,1118.0,919.059,919.059,fly,4.300,2601,0,0,192.00,1390788608,1545216000,9898,9898,0,0,9898,9898,0,0
46.729,1121.5,921.512,921.512,fly,4.935,2601,0,103,192.00,1393258496,1547841536,9999,9999,0,0,9999,9999,0,0
46.863,1124.7,923.784,923.784,fly,4.293,2601,0,0,192.00,1399291904,1554059264,9999,9999,0,0,9999,9999,0,0
46.996,1127.9,926.042,926.042,fly,3.668,2601,0,0,192.00,1399287808,1554059264,9999,9999,0,0,9999,9999,0,0
47.134,1131.2,928.388,928.388,fly,5.154,2601,0,198,192.00,1399640064,1554325504,10100,10100,0,0,10100,10100,0,0
47.268,1134.4,930.668,930.668,fly,3.592,2601,0,3,192.00,1408077824,1563140096,10100,10100,0,0,10100,10100,0,0
47.385,1137.3,932.659,932.659,fly,3.710,2601,0,0,192.00,1408454656,1563529216,10100,10100,0,0,10100,10100,0,0
47.504,1140.1,934.673,934.673,fly,4.098,2601,0,0,192.00,1408712704,1563799552,10100,10100,0,0,10100,10100,0,0
47.639,1143.3,936.966,936.966,fly,4.591,2601,0,144,192.00,1408925696,1563799552,10201,10201,0,0,10201,10201,0,0
47.784,1146.8,939.416,939.416,fly,3.484,2601,0,0,192.00,1417035776,1572032512,10201,10201,0,0,10201,10201,0,0
47.903,1149.7,941.448,941.448,fly,3.793,2601,0,0,192.00,1417035776,1572032512,10201,10201,0,0,10201,10201,0,0
48.020,1152.5,943.428,943.428,fly,3.706,2601,0,0,192.00,1417031680,1572032512,10201,10201,0,0,10201,10201,0,0
48.162,1155.9,945.846,945.846,fly,4.922,2601,0,70,192.00,1421225984,1576497152,10302,10302,0,0,10302,10302,0,0
48.297,1159.1,948.124,948.124,fly,4.229,2601,0,0,192.00,1425657856,1581535232,10302,10302,0,0,10302,10302,0,0
48.418,1162.0,950.174,950.174,fly,3.562,2601,0,0,192.00,1425727488,1581535232,10302,10302,0,0,10302,10302,0,0
48.544,1165.1,952.320,952.320,fly,14.138,2601,0,105,192.00,1425743872,1581535232,10403,10403,0,0,10403,10403,0,0
48.682,1168.4,954.669,954.669,fly,3.827,2601,0,1,192.00,1434681344,1590657024,10403,10403,0,0,10403,10403,0,0
48.803,1171.3,956.716,956.716,fly,3.819,2601,0,0,192.00,1434972160,1590923264,10403,10403,0,0,10403,10403,0,0
48.923,1174.2,958.760,958.760,fly,4.413,2601,0,0,192.00,1435041792,1591193600,10403,10403,0,0,10403,10403,0,0
49.052,1177.3,960.943,960.943,fly,4.820,2601,0,144,192.00,1435430912,1591193600,10504,10504,0,0,10504,10504,0,0
49.189,1180.5,963.260,963.260,fly,3.996,2601,0,0,192.00,1443500032,1599598592,10504,10504,0,0,10504,10504,0,0
49.308,1183.4,965.293,965.293,fly,4.145,2601,0,0,192.00,1443500032,1599598592,10504,10504,0,0,10504,10504,0,0
