frame,distance_m,cpu_ms,simulation_ms,residency_ms,generation_ms,live_ms,hf_retire_ms,far_field_ms,lookahead_ms,draw_ms,present_ms,pacing_ms,packages_built,far_tiles_built,resident_packages,resident_cells
36,140.0,0.8339,0.0000,0.4378,0.1408,0.0408,0.0001,0.0000,0.0000,0.2335,0.0190,0.0237,0,0,2601,13549
37,144.0,5.2995,0.0000,0.5976,0.1925,7.9086,0.0001,0.0000,0.0000,0.3936,0.0204,0.0224,51,0,2601,13549
38,148.0,0.8683,0.0000,0.3542,0.1408,0.0327,0.0001,0.0000,0.0000,0.2389,0.1319,0.0242,0,0,2601,13549
39,152.0,4.6904,0.0000,0.3046,0.1255,8.0771,0.0001,0.0000,0.0000,0.3820,0.0234,0.0313,51,0,2601,13549
40,156.0,0.9084,0.0000,0.4221,0.1859,0.0319,0.0004,0.0000,0.0000,0.2840,0.0135,0.1409,0,0,2601,13549
41,160.0,4.8628,0.0000,0.3183,0.1277,7.7656,0.0005,0.0000,0.0000,0.4071,0.0224,0.0196,51,0,2601,13549
42,164.0,1.0080,0.0000,0.4397,0.1827,0.0469,0.0006,0.0000,0.0000,0.3600,0.0225,0.0599,0,0,2601,13549
43,168.0,5.2601,0.0000,0.3748,0.1764,8.1107,0.0006,0.0000,0.0000,0.4423,0.0231,0.0322,51,0,2601,13549
44,172.0,0.9189,0.0000,0.3697,0.1564,0.0480,0.0003,0.0000,0.0000,0.3647,0.0251,0.0318,0,0,2601,13549
45,176.0,4.8968,0.0000,0.3187,0.1381,8.9574,0.0001,0.0000,0.0000,0.3922,0.0195,0.0288,51,0,2601,13549
46,180.0,0.7964,0.0000,0.3328,0.1363,0.0380,0.0002,0.0000,0.0000,0.3146,0.0105,0.0241,0,0,2601,13549
47,184.0,5.3511,0.0000,0.3442,0.1246,8.7311,0.0002,0.0000,0.0000,0.4170,0.0225,0.0165,51,0,2601,13549
48,188.0,0.7736,0.0000,0.3482,0.1475,0.0378,0.0002,0.0000,0.0000,0.2632,0.0123,0.0262,0,0,2601,13549
49,192.0,5.0681,0.0000,0.2862,0.1179,8.2657,0.0002,0.0000,0.0000,0.4126,0.0194,0.0501,51,0,2601,13549
50,196.0,0.8538,0.0000,0.4081,0.1411,0.0344,0.0003,0.0000,0.0000,0.2830,0.0189,0.0232,0,0,2601,13549
51,200.0,4.4700,0.0000,0.2841,0.1193,7.8150,0.0001,0.0000,0.0000,0.4077,0.0167,0.0270,51,0,2601,13549
52,204.0,0.7519,0.0000,0.3253,0.1497,0.0333,0.0002,0.0000,0.0000,0.2550,0.0191,0.1028,0,0,2601,13549
53,208.0,4.8944,0.0000,0.2833,0.1154,8.1438,0.0002,0.0000,0.0000,0.4443,0.0193,0.0262,51,0,2601,13549
54,212.0,0.8155,0.0000,0.3818,0.1505,0.0347,0.0003,0.0000,0.0000,0.2699,0.0108,0.0226,0,0,2601,13549
55,216.0,4.3976,0.0000,0.2845,0.1182,7.8391,0.0001,0.0000,0.0000,0.3920,0.0104,0.0452,51,0,2601,13549
56,220.0,0.9775,0.0000,0.2999,0.1247,0.0363,0.0001,0.0000,0.0000,0.3186,0.2330,0.0170,0,0,2601,13549
57,224.0,4.6857,0.0000,0.2945,0.1171,7.5597,0.0002,0.0000,0.0000,0.4261,0.0190,0.0279,51,0,2601,13549
58,228.0,0.7464,0.0000,0.3139,0.1302,0.0403,0.0002,0.0000,0.0000,0.2895,0.0104,0.0263,0,0,2601,13549
59,232.0,4.9643,0.0000,0.2930,0.1256,8.3383,0.0002,0.0000,0.0000,0.4591,0.0195,0.0160,51,0,2601,13549
60,236.0,0.7966,0.0000,0.3426,0.1413,0.0338,0.0002,0.0000,0.0000,0.2977,0.0117,0.0237,0,0,2601,13549
61,240.0,4.6974,0.0000,0.2978,0.1216,7.5952,0.0001,0.0000,0.0000,0.4205,0.0104,0.0164,51,0,2601,13549
62,244.0,0.8607,0.0000,0.3090,0.1382,0.0375,0.0001,0.0000,0.0000,0.2879,0.1243,0.0170,0,0,2601,13549
63,248.0,4.9763,0.0000,0.2920,0.1231,7.9276,0.0003,0.0000,0.0000,0.4549,0.0197,0.0275,51,0,2601,13549
64,252.0,0.7897,0.0000,0.3048,0.1342,0.0329,0.0003,0.0000,0.0000,0.3294,0.0191,0.0239,0,0,2601,13549
65,256.0,4.7085,0.0000,0.2966,0.1166,7.7763,0.0005,0.0000,0.0000,0.4928,0.0192,0.0297,51,0,2601,13549
66,260.0,0.7556,0.0000,0.3140,0.1341,0.0388,0.0002,0.0000,0.0000,0.2954,0.0098,0.0230,0,0,2601,13549
67,264.0,4.4823,0.0000,0.2846,0.1159,7.4280,0.0002,0.0000,0.0000,0.4406,0.0188,0.0160,51,0,2601,13549
68,268.0,1.0122,0.0000,0.3042,0.1252,0.0384,0.0001,0.0000,0.0000,0.3061,0.2742,0.0481,0,0,2601,13549
69,272.0,4.4899,0.0000,0.2828,0.1188,7.8226,0.0002,0.0000,0.0000,0.4264,0.0189,0.0269,51,0,2601,13549
70,276.0,1.1824,0.0000,0.2928,0.1223,0.0306,0.0003,0.0000,0.0000,0.2799,0.4847,0.0223,0,0,2601,13549
71,280.0,4.6946,0.0000,0.3000,0.1317,9.1039,0.0003,0.0000,0.0000,0.4611,0.0192,0.0502,51,0,2601,13549
72,284.0,0.7642,0.0000,0.3138,0.1273,0.0383,0.0006,0.0000,0.0000,0.3112,0.0097,0.0225,0,0,2601,13549
73,288.0,4.5594,0.0000,0.2937,0.1184,7.7773,0.0001,0.0000,0.0000,0.4192,0.0098,0.0160,51,0,2601,13549
74,292.0,1.0242,0.0000,0.2940,0.1302,0.0306,0.0002,0.0000,0.0000,0.2939,0.3051,0.0166,0,0,2601,13549
75,296.0,4.7418,0.0000,0.3040,0.1380,7.5699,0.0003,0.0000,0.0000,0.4624,0.0215,0.0279,51,0,2601,13549
76,300.0,1.1772,0.0000,0.3334,0.1504,0.0428,0.0003,0.0000,0.0000,0.3952,0.2954,0.0315,0,0,2601,13549
77,304.0,5.0906,0.0000,0.2872,0.1251,8.0117,0.0002,0.0000,0.0000,0.4841,0.1013,0.0269,51,0,2601,13549
78,308.0,0.8147,0.0000,0.3370,0.1351,0.0304,0.0011,0.0000,0.0000,0.3299,0.0104,0.0266,0,0,2601,13549
79,312.0,5.0556,0.0000,0.3115,0.1308,7.7668,0.0001,0.0000,0.0000,0.5294,0.0192,0.0161,51,0,2601,13549
80,316.0,0.7883,0.0000,0.3123,0.1416,0.0364,0.0002,0.0000,0.0000,0.3224,0.0097,0.0233,0,0,2601,13549
81,320.0,4.8502,0.0000,0.2841,0.1156,7.6648,0.0001,0.0000,0.0000,0.4954,0.0198,0.0846,51,0,2601,13549
82,324.0,0.8402,0.0000,0.3357,0.1427,0.0307,0.0011,0.0000,0.0000,0.3267,0.0325,0.0275,0,0,2601,13549
83,328.0,5.0981,0.0000,0.2854,0.1181,7.8956,0.0002,0.0000,0.0000,0.5143,0.0196,0.0221,51,0,2601,13549
84,332.0,1.2156,0.0000,0.3857,0.1640,0.0309,0.0003,0.0000,0.0000,0.3338,0.3295,0.0215,0,0,2601,13549
85,336.0,4.9081,0.0000,0.2980,0.1200,7.7193,0.0002,0.0000,0.0000,0.5074,0.0222,0.0263,51,0,2601,13549
86,340.0,1.3248,0.0000,0.3990,0.1868,0.0320,0.0002,0.0000,0.0000,0.4433,0.2929,0.0342,0,0,2601,13549
87,344.0,4.8810,0.0000,0.3862,0.1399,7.9743,0.0002,0.0000,0.0000,0.5491,0.0232,0.0270,51,0,2601,13549
88,348.0,1.0168,0.0000,0.3650,0.1866,0.0432,0.0003,0.0000,0.0000,0.4400,0.0223,0.0299,0,0,2601,13549
89,352.0,5.1562,0.0000,0.3469,0.1630,7.7381,0.0002,0.0000,0.0000,0.5624,0.0228,0.0296,51,0,2601,13549
90,356.0,1.1274,0.0000,0.4154,0.1768,0.0321,0.0003,0.0000,0.0000,0.3931,0.1393,0.0293,0,0,2601,13549
91,360.0,5.2797,0.0000,0.3805,0.1698,8.8656,0.0003,0.0000,0.0000,0.5492,0.0199,0.0358,51,0,2601,13549
92,364.0,1.0207,0.0000,0.3957,0.1921,0.0313,0.0004,0.0000,0.0000,0.4113,0.0189,0.0329,0,0,2601,13549
93,368.0,5.5188,0.0000,0.3173,0.1356,8.8535,0.0002,0.0000,0.0000,0.6028,0.0196,0.0265,51,0,2601,13549
94,372.0,1.0771,0.0000,0.4258,0.1764,0.0320,0.0002,0.0000,0.0000,0.4544,0.0173,0.0512,0,0,2601,13549
95,376.0,4.8885,0.0000,0.3401,0.1384,7.9781,0.0003,0.0000,0.0000,0.5177,0.0211,0.0285,51,0,2601,13549
96,380.0,1.0592,0.0000,0.3793,0.1806,0.0421,0.0003,0.0000,0.0000,0.4764,0.0202,0.0340,0,0,2601,13549
97,384.0,4.8111,0.0000,0.3774,0.1707,7.9114,0.0002,0.0000,0.0000,0.5671,0.0230,0.0281,51,0,2601,13549
98,388.0,1.0612,0.0000,0.4159,0.1799,0.0316,0.0003,0.0000,0.0000,0.4504,0.0122,0.0341,0,0,2601,13549
99,392.0,5.2403,0.0000,0.3283,0.1281,8.2589,0.0003,0.0000,0.0000,0.6133,0.0243,0.0181,51,0,2601,13549
100,396.0,1.3213,0.0000,0.5212,0.1967,0.0742,0.0003,0.0000,0.0000,0.5772,0.0234,0.0316,0,0,2601,13549
101,400.0,4.9696,0.0000,0.4408,0.1513,7.7719,0.0002,0.0000,0.0000,0.5778,0.0224,0.0315,51,0,2601,13549
102,404.0,1.0784,0.0000,0.3868,0.1599,0.0438,0.0002,0.0000,0.0000,0.5100,0.0191,0.0315,0,0,2601,13549
103,408.0,4.9301,0.0000,0.3700,0.1500,7.4686,0.0003,0.0000,0.0000,0.6322,0.0237,0.0286,51,0,2601,13549
104,412.0,1.4929,0.0000,0.4677,0.1971,0.0521,0.0003,0.0000,0.0000,0.5455,0.2797,0.0317,0,0,2601,13549
105,416.0,5.4714,0.0000,0.3900,0.1870,8.4995,0.0002,0.0000,0.0000,0.5873,0.0203,0.0347,51,0,2601,13549
106,420.0,1.1352,0.0000,0.3532,0.1433,0.0328,0.0002,0.0000,0.0000,0.4208,0.2153,0.0240,0,0,2601,13549
107,424.0,5.4610,0.0000,0.3953,0.1761,9.4389,0.0003,0.0000,0.0000,0.6088,0.0247,0.0629,51,0,2601,13549
108,428.0,1.0786,0.0000,0.3936,0.1740,0.0371,0.0003,0.0000,0.0000,0.4847,0.0128,0.0307,0,0,2601,13549
109,432.0,5.8016,0.0000,0.3770,0.1542,8.7449,0.0002,0.0000,0.0000,0.7164,0.0237,0.0211,51,0,2601,13549
110,436.0,1.2739,0.0000,0.5149,0.1921,0.0357,0.0003,0.0000,0.0000,0.5405,0.0145,0.0300,0,0,2601,13549
111,440.0,5.1663,0.0000,0.3459,0.1576,8.8026,0.0001,0.0000,0.0000,0.5951,0.0230,0.0231,51,0,2601,13549
112,444.0,1.1553,0.0000,0.4004,0.1760,0.0444,0.0002,0.0000,0.0000,0.5476,0.0191,0.0297,0,0,2601,13549
113,448.0,5.7114,0.0000,0.3874,0.1818,8.9945,0.0002,0.0000,0.0000,0.7265,0.0239,0.0296,51,0,2601,13549
114,452.0,1.1962,0.0000,0.4505,0.1864,0.0397,0.0003,0.0000,0.0000,0.5469,0.0099,0.0299,0,0,2601,13549
115,456.0,5.1986,0.0000,0.3053,0.1373,8.3590,0.0001,0.0000,0.0000,0.6344,0.0200,0.0164,51,0,2601,13549
116,460.0,1.0860,0.0000,0.3480,0.1430,0.0440,0.0003,0.0000,0.0000,0.5727,0.0196,0.0234,0,0,2601,13549
117,464.0,5.5156,0.0000,0.3719,0.1840,8.6656,0.0003,0.0000,0.0000,0.6567,0.0247,0.0296,51,0,2601,13549
118,468.0,1.1893,0.0000,0.4056,0.1867,0.0469,0.0004,0.0000,0.0000,0.5707,0.0232,0.0353,0,0,2601,13549
119,472.0,6.3340,0.0000,0.3663,0.1773,8.8082,0.0003,0.0000,0.0000,0.7480,0.0204,0.0265,51,0,2601,13549
120,476.0,1.1460,0.0000,0.4671,0.1575,0.0410,0.0002,0.0000,0.0000,0.5010,0.0175,0.0496,0,0,2601,13549
121,480.0,5.1524,0.0000,0.3027,0.1194,8.5180,0.0002,0.0000,0.0000,0.6358,0.0230,0.0379,51,0,2601,13549
122,484.0,1.0922,0.0000,0.3695,0.1758,0.0327,0.0006,0.0000,0.0000,0.5302,0.0139,0.0298,0,0,2601,13549
123,488.0,5.8577,0.0000,0.3589,0.1539,9.0999,0.0002,0.0000,0.0000,0.6431,0.0240,0.0285,51,0,2601,13549
124,492.0,1.0883,0.0000,0.3990,0.1589,0.0407,0.0003,0.0000,0.0000,0.5044,0.0223,0.0288,0,0,2601,13549
125,496.0,5.1840,0.0000,0.3398,0.1631,8.0973,0.0003,0.0000,0.0000,0.6346,0.1005,0.0291,51,0,2601,13549
126,500.0,1.1748,0.0000,0.4167,0.1845,0.0362,0.0002,0.0000,0.0000,0.5515,0.0191,0.0330,0,0,2601,13549
127,504.0,4.8334,0.0000,0.2944,0.1240,8.2895,0.0002,0.0000,0.0000,0.6141,0.0192,0.0231,51,0,2601,13549
128,508.0,0.9513,0.0000,0.3253,0.1309,0.0341,0.0002,0.0000,0.0000,0.4823,0.0105,0.0231,0,0,2601,13549
129,512.0,5.1657,0.0000,0.2952,0.1193,8.5692,0.0001,0.0000,0.0000,0.6884,0.0204,0.0162,51,0,2601,13549
130,512.0,0.7793,0.0001,0.0000,0.0000,0.0334,0.0003,0.0000,0.0000,0.4941,0.2834,0.0237,0,0,2601,13549
131,512.0,0.5929,0.0000,0.0000,0.0000,0.0332,0.0003,0.0000,0.0000,0.4761,0.1152,0.0290,0,0,2601,13549
132,512.0,0.4690,0.0000,0.0000,0.0000,0.0296,0.0002,0.0000,0.0000,0.4589,0.0097,0.0172,0,0,2601,13549
133,512.0,0.4715,0.0000,0.0000,0.0000,0.0276,0.0001,0.0000,0.0000,0.4620,0.0092,0.0398,0,0,2601,13549
134,512.0,0.5598,0.0000,0.0000,0.0000,0.0274,0.0001,0.0000,0.0000,0.4605,0.0986,0.0130,0,0,2601,13549
135,512.0,0.5121,0.0000,0.0000,0.0000,0.0336,0.0003,0.0000,0.0000,0.4938,0.0170,0.0321,0,0,2601,13549
136,512.0,0.4514,0.0001,0.0000,0.0000,0.0322,0.0001,0.0000,0.0000,0.4419,0.0092,0.0154,0,0,2601,13549
137,512.0,0.4420,0.0000,0.0000,0.0000,0.0304,0.0001,0.0000,0.0000,0.4329,0.0088,0.0138,0,0,2601,13549
138,512.0,0.4514,0.0000,0.0000,0.0000,0.0337,0.0001,0.0000,0.0000,0.4423,0.0088,0.0126,0,0,2601,13549
139,512.0,0.4401,0.0000,0.0000,0.0000,0.0297,0.0001,0.0000,0.0000,0.4311,0.0088,0.0128,0,0,2601,13549
140,512.0,0.4403,0.0000,0.0000,0.0000,0.0295,0.0002,0.0000,0.0000,0.4311,0.0089,0.0124,0,0,2601,13549
141,512.0,0.4392,0.0000,0.0000,0.0000,0.0257,0.0001,0.0000,0.0000,0.4301,0.0088,0.0124,0,0,2601,13549
142,512.0,0.4418,0.0000,0.0000,0.0000,0.0255,0.0001,0.0000,0.0000,0.4297,0.0118,0.0124,0,0,2601,13549
143,512.0,0.4411,0.0000,0.0000,0.0000,0.0260,0.0001,0.0000,0.0000,0.4319,0.0089,0.0136,0,0,2601,13549
144,512.0,0.4394,0.0000,0.0000,0.0000,0.0253,0.0001,0.0000,0.0000,0.4302,0.0088,0.0124,0,0,2601,13549
145,512.0,0.4385,0.0001,0.0000,0.0000,0.0255,0.0001,0.0000,0.0000,0.4295,0.0088,0.0126,0,0,2601,13549
146,512.0,0.4428,0.0000,0.0000,0.0000,0.0261,0.0002,0.0000,0.0000,0.4338,0.0088,0.0337,0,0,2601,13549
147,512.0,0.4440,0.0000,0.0000,0.0000,0.0298,0.0001,0.0000,0.0000,0.4349,0.0088,0.0124,0,0,2601,13549
148,512.0,0.4389,0.0000,0.0000,0.0000,0.0257,0.0002,0.0000,0.0000,0.4300,0.0087,0.0125,0,0,2601,13549
149,512.0,0.4398,0.0000,0.0000,0.0000,0.0256,0.0002,0.0000,0.0000,0.4308,0.0087,0.0124,0,0,2601,13549
150,512.0,0.4386,0.0000,0.0000,0.0000,0.0290,0.0001,0.0000,0.0000,0.4297,0.0086,0.0124,0,0,2601,13549
151,512.0,0.4433,0.0001,0.0000,0.0000,0.0295,0.0001,0.0000,0.0000,0.4343,0.0087,0.0124,0,0,2601,13549
152,512.0,0.4390,0.0000,0.0000,0.0000,0.0291,0.0001,0.0000,0.0000,0.4300,0.0088,0.0124,0,0,2601,13549
153,512.0,0.4386,0.0001,0.0000,0.0000,0.0291,0.0002,0.0000,0.0000,0.4295,0.0089,0.0124,0,0,2601,13549
154,512.0,0.4406,0.0000,0.0000,0.0000,0.0295,0.0001,0.0000,0.0000,0.4316,0.0087,0.0124,0,0,2601,13549
155,512.0,0.4411,0.0000,0.0000,0.0000,0.0254,0.0001,0.0000,0.0000,0.4284,0.0123,0.0125,0,0,2601,13549
156,512.0,0.7610,0.0000,0.0000,0.0000,0.0382,0.0001,0.0000,0.0000,0.5201,0.2403,0.0125,0,0,2601,13549
157,512.0,0.8462,0.0001,0.0000,0.0000,0.0544,0.0004,0.0000,0.0000,0.5677,0.2766,0.0329,0,0,2601,13549
158,512.0,0.4685,0.0001,0.0000,0.0000,0.0327,0.0002,0.0000,0.0000,0.4502,0.0169,0.0267,0,0,2601,13549
159,512.0,0.4711,0.0000,0.0000,0.0000,0.0283,0.0002,0.0000,0.0000,0.4328,0.0377,0.0458,0,0,2601,13549
160,512.0,0.4964,0.0000,0.0000,0.0000,0.0329,0.0003,0.0000,0.0000,0.4589,0.0360,0.0497,0,0,2601,13549
161,512.0,0.4749,0.0000,0.0000,0.0000,0.0299,0.0002,0.0000,0.0000,0.4651,0.0094,0.0339,0,0,2601,13549
162,512.0,0.4893,0.0000,0.0000,0.0000,0.0314,0.0002,0.0000,0.0000,0.4800,0.0089,0.0141,0,0,2601,13549
163,512.0,0.4767,0.0000,0.0000,0.0000,0.0505,0.0002,0.0000,0.0000,0.4676,0.0088,0.0146,0,0,2601,13549
164,512.0,0.4669,0.0000,0.0000,0.0000,0.0307,0.0000,0.0000,0.0000,0.4578,0.0088,0.0126,0,0,2601,13549
165,512.0,0.4679,0.0000,0.0000,0.0000,0.0305,0.0002,0.0000,0.0000,0.4588,0.0089,0.0128,0,0,2601,13549
166,512.0,0.4681,0.0000,0.0000,0.0000,0.0306,0.0001,0.0000,0.0000,0.4590,0.0088,0.0128,0,0,2601,13549
167,512.0,0.4893,0.0000,0.0000,0.0000,0.0322,0.0002,0.0000,0.0000,0.4695,0.0194,0.0127,0,0,2601,13549
168,512.0,0.4675,0.0000,0.0000,0.0000,0.0285,0.0003,0.0000,0.0000,0.4571,0.0091,0.0224,0,0,2601,13549
169,512.0,0.4484,0.0000,0.0000,0.0000,0.0273,0.0002,0.0000,0.0000,0.4352,0.0129,0.0151,0,0,2601,13549
170,512.0,0.4421,0.0000,0.0000,0.0000,0.0265,0.0001,0.0000,0.0000,0.4291,0.0127,0.0138,0,0,2601,13549
171,512.0,0.4489,0.0000,0.0000,0.0000,0.0267,0.0002,0.0000,0.0000,0.4357,0.0129,0.0130,0,0,2601,13549
172,512.0,0.4441,0.0000,0.0000,0.0000,0.0265,0.0001,0.0000,0.0000,0.4350,0.0088,0.0315,0,0,2601,13549
173,512.0,0.5437,0.0001,0.0000,0.0000,0.0263,0.0002,0.0000,0.0000,0.4297,0.1134,0.0128,0,0,2601,13549
174,512.0,0.5777,0.0000,0.0000,0.0000,0.0299,0.0003,0.0000,0.0000,0.4397,0.1362,0.0263,0,0,2601,13549
175,512.0,0.5792,0.0000,0.0000,0.0000,0.0304,0.0003,0.0000,0.0000,0.4518,0.1260,0.0250,0,0,2601,13549
176,512.0,0.6840,0.0000,0.0000,0.0000,0.0281,0.0002,0.0000,0.0000,0.4382,0.2451,0.0169,0,0,2601,13549
177,512.0,0.4650,0.0001,0.0000,0.0000,0.0299,0.0003,0.0000,0.0000,0.4469,0.0166,0.0256,0,0,2601,13549
178,512.0,0.5563,0.0000,0.0000,0.0000,0.0281,0.0001,0.0000,0.0000,0.4425,0.1134,0.0147,0,0,2601,13549
179,512.0,0.4536,0.0000,0.0000,0.0000,0.0272,0.0004,0.0000,0.0000,0.4403,0.0129,0.0151,0,0,2601,13549
180,512.0,0.5598,0.0000,0.0000,0.0000,0.0263,0.0001,0.0000,0.0000,0.4335,0.1256,0.0139,0,0,2601,13549
181,512.0,0.4860,0.0000,0.0000,0.0000,0.0419,0.0002,0.0000,0.0000,0.4678,0.0169,0.0263,0,0,2601,13549
182,512.0,0.5170,0.0001,0.0000,0.0000,0.0289,0.0002,0.0000,0.0000,0.4356,0.0808,0.0153,0,0,2601,13549
183,512.0,0.4660,0.0000,0.0000,0.0000,0.0295,0.0002,0.0000,0.0000,0.4480,0.0166,0.0264,0,0,2601,13549
184,512.0,0.8075,0.0000,0.0000,0.0000,0.0343,0.0001,0.0000,0.0000,0.4563,0.3506,0.0157,0,0,2601,13549
185,512.0,0.6167,0.0000,0.0000,0.0000,0.0430,0.0003,0.0000,0.0000,0.5936,0.0213,0.0519,0,0,2601,13549
186,512.0,0.7807,0.0000,0.0000,0.0000,0.0425,0.0002,0.0000,0.0000,0.5626,0.2164,0.0303,0,0,2601,13549
187,512.0,0.4655,0.0000,0.0000,0.0000,0.0315,0.0003,0.0000,0.0000,0.4472,0.0169,0.0265,0,0,2601,13549
188,512.0,0.6151,0.0001,0.0000,0.0000,0.0282,0.0001,0.0000,0.0000,0.4323,0.1823,0.0242,0,0,2601,13549
