frame,elapsed_s,x,y,frame_ms,cpu_ms,draw_ms,finish_ms,present_ms,terrain_ms,complete_radius_m,pending_packages
153,0.133326,2.000,-11.334,1.065400,0.992000,0.120900,0.829200,0.849800,0.000000,192.000,0
154,0.134313,2.000,-11.329,0.987200,0.953100,0.120800,0.770300,0.793700,0.000000,192.000,0
155,0.135314,2.000,-11.324,1.001200,0.964100,0.134500,0.787800,0.810600,0.000100,192.000,0
156,0.136328,2.000,-11.319,1.014500,0.946200,0.119800,0.776600,0.809000,0.000000,192.000,0
157,0.137282,2.000,-11.314,0.953500,0.926000,0.109100,0.770700,0.781900,0.000000,192.000,0
158,0.138225,2.000,-11.309,0.942800,0.904800,0.104300,0.755900,0.766500,0.000000,192.000,0
159,0.139231,2.000,-11.304,1.006700,0.941200,0.101200,0.801300,0.823700,0.000000,192.000,0
160,0.140235,2.000,-11.299,1.003600,0.935600,0.116600,0.789800,0.801400,0.000000,192.000,0
161,0.141221,2.000,-11.294,0.985600,0.960700,0.105800,0.809500,0.820200,0.000000,192.000,0
162,0.142254,2.000,-11.289,1.033800,1.010700,0.146000,0.837600,0.848300,0.000000,192.000,0
163,0.143218,2.000,-11.284,0.963700,0.942300,0.102100,0.795900,0.806200,0.000000,192.000,0
164,0.144324,2.000,-11.279,1.105700,1.083400,0.249300,0.787400,0.798700,0.000100,192.000,0
165,0.145275,2.000,-11.274,0.951400,0.929100,0.102500,0.781500,0.791900,0.000100,192.000,0
166,0.146230,2.000,-11.269,0.954400,0.932700,0.100900,0.787400,0.798200,0.000000,192.000,0
167,0.147392,2.000,-11.264,1.161900,1.132400,0.101100,0.849800,0.876600,0.000100,192.000,0
168,0.148592,2.000,-11.258,1.200500,1.147100,0.173000,0.921800,0.945100,0.000000,192.000,0
169,0.149715,2.000,-11.252,1.122800,1.052400,0.117900,0.888900,0.912000,0.000000,192.000,0
170,0.151006,2.000,-11.247,1.291400,1.215600,0.294900,0.881600,0.896400,0.000100,192.000,0
171,0.152083,2.000,-11.240,1.076700,1.027800,0.123100,0.827800,0.849800,0.000000,192.000,0
172,0.153129,2.000,-11.235,1.046400,1.017600,0.122300,0.823200,0.835100,0.000000,192.000,0
173,0.154159,2.000,-11.230,1.029600,1.004000,0.108300,0.849900,0.860500,0.000100,192.000,0
174,0.155151,2.000,-11.225,0.991800,0.969800,0.121400,0.821500,0.832400,0.000000,192.000,0
175,0.156181,2.000,-11.220,1.030300,1.004200,0.127600,0.820700,0.840800,0.000000,192.000,0
176,0.157180,2.000,-11.215,0.998800,0.971200,0.112000,0.811600,0.822800,0.000000,192.000,0
177,0.158153,2.000,-11.210,0.973100,0.947400,0.104900,0.797700,0.808200,0.000000,192.000,0
178,0.159167,2.000,-11.205,1.013700,0.992300,0.140300,0.825900,0.836200,0.000000,192.000,0
179,0.160168,2.000,-11.200,1.000900,0.967000,0.101300,0.787900,0.831400,0.000000,192.000,0
180,0.161212,2.000,-11.195,1.044200,0.991300,0.126300,0.825600,0.837200,0.000000,192.000,0
181,0.162200,2.000,-11.189,0.988300,0.963100,0.104200,0.792200,0.804000,0.000000,192.000,0
182,0.163202,2.000,-11.185,1.002200,0.975500,0.104100,0.819100,0.831000,0.000000,192.000,0
183,0.164208,2.000,-11.180,1.005500,0.973800,0.103200,0.787300,0.815100,0.000000,192.000,0
184,0.165565,2.000,-11.174,1.357300,1.299300,0.182200,1.065200,1.088100,0.000100,192.000,0
185,0.166572,2.000,-11.168,1.006600,0.949200,0.145200,0.757700,0.780000,0.000000,192.000,0
186,0.167607,2.000,-11.163,1.035300,1.003000,0.131500,0.830300,0.854000,0.000100,192.000,0
187,0.168618,2.000,-11.157,1.011200,0.981100,0.127200,0.792000,0.803600,0.000100,192.000,0
188,0.169639,2.000,-11.152,1.020500,0.994500,0.106800,0.817400,0.828100,0.000000,192.000,0
189,0.170630,2.000,-11.147,0.991800,0.969700,0.103100,0.802300,0.812700,0.000000,192.000,0
190,0.171469,2.000,-11.142,0.838200,0.809000,0.139500,0.606300,0.634600,0.000000,192.000,0
191,0.172377,2.000,-11.138,0.908300,0.853100,0.187600,0.611600,0.635500,0.000000,192.000,0
192,0.173414,2.000,-11.134,1.037100,0.993400,0.166700,0.779400,0.802400,0.000000,192.000,0
193,0.174477,2.000,-11.128,1.063200,1.025400,0.119700,0.823000,0.836400,0.000000,192.000,0
194,0.175424,2.000,-11.123,0.946700,0.906900,0.118300,0.672300,0.693200,0.000000,192.000,0
195,0.176277,2.000,-11.118,0.853100,0.805900,0.156000,0.609100,0.624400,0.000100,192.000,0
196,0.177194,2.000,-11.114,0.917000,0.877300,0.136800,0.618600,0.717700,0.000000,192.000,0
197,0.178061,2.000,-11.110,0.867000,0.829700,0.139400,0.635900,0.666900,0.000000,192.000,0
198,0.178962,2.000,-11.105,0.901400,0.840100,0.149100,0.648400,0.668600,0.000000,192.000,0
199,0.179775,2.000,-11.101,0.812700,0.772900,0.142000,0.593200,0.607900,0.000100,192.000,0
200,0.180676,2.000,-11.097,0.901000,0.861000,0.128200,0.687600,0.710600,0.000100,192.000,0
201,0.181830,2.000,-11.092,1.153400,1.117000,0.159200,0.822100,0.903200,0.000100,192.000,0
202,0.182879,2.000,-11.086,1.049500,1.008600,0.154600,0.811800,0.832100,0.000100,192.000,0
203,0.183751,2.000,-11.081,0.871800,0.833700,0.157800,0.634900,0.653400,0.000000,192.000,0
204,0.184591,2.000,-11.077,0.840100,0.799500,0.149200,0.612200,0.628000,0.000000,192.000,0
205,0.185432,2.000,-11.073,0.840600,0.803800,0.143900,0.621500,0.636900,0.000000,192.000,0
206,0.186278,2.000,-11.068,0.846500,0.809300,0.143200,0.628100,0.643600,0.000100,192.000,0
207,0.187132,2.000,-11.064,0.854000,0.814500,0.141800,0.634200,0.649300,0.000000,192.000,0
208,0.188024,2.000,-11.060,0.891600,0.853400,0.171500,0.640100,0.660500,0.000000,192.000,0
209,0.188846,2.000,-11.055,0.822300,0.779400,0.142900,0.598000,0.612600,0.000100,192.000,0
210,0.189638,2.000,-11.051,0.791900,0.755500,0.129400,0.590700,0.604100,0.000000,192.000,0
211,0.190438,2.000,-11.047,0.800500,0.745900,0.124100,0.586700,0.599800,0.000000,192.000,0
212,0.191244,2.000,-11.043,0.805200,0.759600,0.114500,0.593300,0.617100,0.000000,192.000,0
213,0.192092,2.000,-11.039,0.848800,0.809500,0.151500,0.616200,0.634100,0.000000,192.000,0
214,0.192874,2.000,-11.035,0.781900,0.746600,0.127900,0.583600,0.596900,0.000000,192.000,0
215,0.193662,2.000,-11.031,0.787600,0.751500,0.132300,0.582900,0.596200,0.000000,192.000,0
216,0.194435,2.000,-11.027,0.773400,0.735800,0.122400,0.578500,0.591200,0.000000,192.000,0
217,0.195219,2.000,-11.023,0.784100,0.748000,0.122200,0.591500,0.604200,0.000000,192.000,0
218,0.196024,2.000,-11.019,0.804900,0.770700,0.123000,0.612600,0.626200,0.000000,192.000,0
219,0.197015,2.000,-11.015,0.990600,0.948200,0.117700,0.631400,0.803200,0.000000,192.000,0
220,0.198260,2.000,-11.010,1.245300,1.195800,0.150500,1.001500,1.024400,0.000000,192.000,0
221,0.199119,2.000,-11.004,0.858400,0.816000,0.165400,0.611100,0.626200,0.000000,192.000,0
222,0.199910,2.000,-11.000,0.791400,0.753000,0.131800,0.585200,0.598900,0.000000,192.000,0
223,0.200692,2.000,-10.996,0.782300,0.745500,0.125600,0.584800,0.598000,0.000000,192.000,0
224,0.201469,2.000,-10.992,0.776600,0.740600,0.122400,0.583900,0.596700,0.000000,192.000,0
225,0.202255,2.000,-10.988,0.785800,0.734200,0.122900,0.577100,0.589800,0.000000,192.000,0
226,0.203027,2.000,-10.984,0.772300,0.737000,0.115400,0.582300,0.595600,0.000000,192.000,0
227,0.203801,2.000,-10.980,0.774000,0.738500,0.121800,0.582200,0.595200,0.000000,192.000,0
228,0.204588,2.000,-10.976,0.787000,0.750300,0.120300,0.594700,0.607400,0.000000,192.000,0
229,0.205375,2.000,-10.973,0.787500,0.752400,0.121800,0.596200,0.608900,0.000000,192.000,0
230,0.206170,2.000,-10.969,0.794700,0.758700,0.123000,0.601700,0.614400,0.000100,192.000,0
231,0.206951,2.000,-10.965,0.780900,0.745500,0.121100,0.590100,0.602700,0.000000,192.000,0
232,0.207725,2.000,-10.961,0.773600,0.738800,0.121800,0.582700,0.595400,0.000000,192.000,0
233,0.208493,2.000,-10.957,0.768300,0.732800,0.121500,0.577200,0.589800,0.000000,192.000,0
234,0.209270,2.000,-10.953,0.776600,0.741000,0.122200,0.584600,0.597400,0.000000,192.000,0
235,0.210042,2.000,-10.949,0.772800,0.736800,0.121300,0.581100,0.593700,0.000100,192.000,0
236,0.210819,2.000,-10.945,0.776500,0.741200,0.124100,0.582900,0.595600,0.000000,192.000,0
237,0.211592,2.000,-10.941,0.773200,0.737800,0.121500,0.582100,0.594900,0.000000,192.000,0
238,0.212376,2.000,-10.938,0.783500,0.734100,0.122600,0.577500,0.590200,0.000000,192.000,0
239,0.213234,2.000,-10.934,0.858200,0.818700,0.114900,0.654700,0.677500,0.000000,192.000,0
240,0.214190,2.000,-10.929,0.956400,0.914500,0.162300,0.704500,0.728100,0.000000,192.000,0
241,0.215587,2.000,-10.925,1.397200,1.355200,0.156500,1.146700,1.175500,0.000100,192.000,0
242,0.216435,2.000,-10.918,0.848000,0.809700,0.145700,0.626400,0.646400,0.000000,192.000,0
243,0.217239,2.000,-10.913,0.803900,0.765700,0.136700,0.592700,0.606800,0.000000,192.000,0
244,0.218024,2.000,-10.909,0.785200,0.748400,0.126500,0.586900,0.600300,0.000000,192.000,0
245,0.218811,2.000,-10.905,0.786800,0.750600,0.122800,0.588600,0.606200,0.000000,192.000,0
246,0.219591,2.000,-10.901,0.780000,0.743800,0.122800,0.586800,0.599700,0.000000,192.000,0
247,0.220375,2.000,-10.898,0.783800,0.749600,0.122900,0.592500,0.605200,0.000000,192.000,0
248,0.221144,2.000,-10.894,0.769000,0.733700,0.121200,0.578700,0.591100,0.000000,192.000,0
249,0.221970,2.000,-10.890,0.826000,0.788400,0.142400,0.604400,0.624500,0.000000,192.000,0
250,0.222771,2.000,-10.886,0.800700,0.762500,0.136500,0.590400,0.604300,0.000100,192.000,0
251,0.223570,2.000,-10.882,0.799200,0.763900,0.125000,0.604200,0.617400,0.000000,192.000,0
252,0.224386,2.000,-10.878,0.815800,0.763100,0.122400,0.606200,0.619000,0.000000,192.000,0
253,0.225200,2.000,-10.874,0.814100,0.778200,0.117300,0.621300,0.634900,0.000100,192.000,0
254,0.225996,2.000,-10.869,0.796100,0.759400,0.132600,0.591800,0.605400,0.000000,192.000,0
255,0.226785,2.000,-10.865,0.789100,0.749900,0.123000,0.591400,0.604700,0.000000,192.000,0
256,0.227568,2.000,-10.862,0.783200,0.745700,0.121800,0.588600,0.601400,0.000000,192.000,0
257,0.228350,2.000,-10.858,0.781500,0.742600,0.120700,0.586400,0.600100,0.000000,192.000,0
258,0.229302,2.000,-10.854,0.951900,0.912600,0.139700,0.730700,0.750900,0.000000,192.000,0
259,0.230095,2.000,-10.849,0.793700,0.755600,0.143900,0.575400,0.589500,0.000000,192.000,0
260,0.231247,2.000,-10.845,1.151400,1.075400,0.128400,0.897300,0.925100,0.000000,192.000,0
261,0.232465,2.000,-10.839,1.218600,1.173900,0.381400,0.712500,0.735900,0.000100,192.000,0
262,0.233398,2.000,-10.833,0.932200,0.892400,0.146700,0.658900,0.677700,0.000000,192.000,0
263,0.234276,2.000,-10.828,0.878800,0.814300,0.122100,0.648700,0.664200,0.000000,192.000,0
