sample,region,movement_input,action_or_upload,frame_ms,walk_cpu_ms,upload_cpu_ms
1709,outer,1,0,16.841998,0.024800,0.001900
1710,outer,1,0,16.726999,0.024300,0.002000
1711,outer,1,0,16.532000,0.024100,0.001900
1712,outer,1,0,16.422002,0.024000,0.001900
1713,outer,1,0,16.587999,0.023700,0.002000
1714,outer,1,0,17.028999,0.023400,0.001800
1715,outer,1,0,16.350001,0.023900,0.002000
1716,outer,1,0,16.865000,0.024200,0.001900
1717,outer,1,0,16.534001,0.023200,0.001900
1718,outer,1,0,16.331000,0.011800,0.001900
1719,outer,1,0,16.381001,0.011700,0.002000
1720,outer,1,0,16.818000,0.012000,0.002000
1721,outer,1,0,16.657000,0.011800,0.001800
1722,outer,1,0,16.470000,0.011500,0.001900
1723,outer,1,0,16.844001,0.012000,0.002100
1724,outer,1,0,16.906001,0.012300,0.001900
1725,outer,1,0,16.514000,0.012100,0.001900
1726,outer,1,0,16.688000,0.011900,0.001900
1727,outer,1,0,16.666999,0.012000,0.002000
1728,outer,1,0,16.393999,0.011800,0.001800
1729,outer,1,0,16.412999,0.011500,0.002000
1730,outer,1,0,16.775999,0.012200,0.002000
1731,outer,1,0,16.541000,0.011800,0.001900
1732,outer,1,0,16.985001,0.012000,0.001900
1733,outer,1,0,16.429001,0.013700,0.002300
1734,outer,1,0,16.229000,0.012800,0.002400
1735,outer,1,0,16.688999,0.012100,0.002000
1736,outer,0,0,15.650000,0.012300,0.002300
1737,outer,0,0,16.990000,0.013000,0.002000
1738,outer,0,0,15.927000,0.014500,0.002300
1739,outer,0,0,16.688000,0.013800,0.002200
1740,outer,0,0,17.091999,0.014400,0.002000
1741,outer,0,0,15.999001,0.017400,0.002700
1742,outer,0,0,16.371999,0.015900,0.002800
1743,outer,0,0,16.983001,0.014700,0.002300
1744,outer,0,0,16.316000,0.013700,0.002100
1745,outer,0,0,16.476000,0.013200,0.001900
1746,outer,0,0,16.681999,0.012400,0.002000
1747,outer,0,0,16.850000,0.012100,0.001900
1748,outer,0,0,16.485000,0.011900,0.002000
1749,outer,0,0,16.833000,0.011800,0.001900
1750,outer,0,0,16.525000,0.012300,0.001800
1751,outer,0,0,16.403999,0.012900,0.001900
1752,outer,0,0,16.652001,0.012000,0.001800
1753,outer,0,0,16.507000,0.012200,0.002000
1754,outer,0,0,16.738001,0.012100,0.002200
1755,outer,0,0,17.229000,0.012400,0.001900
1756,outer,0,0,16.183000,0.012000,0.002200
1757,outer,0,0,16.686000,0.012600,0.002100
1758,outer,0,0,16.948000,0.012700,0.002300
1759,outer,0,0,16.527999,0.012300,0.002100
1760,outer,0,0,15.991999,0.012200,0.002100
1761,outer,0,0,16.518001,0.012400,0.002000
1762,outer,0,0,16.245000,0.012600,0.002000
1763,outer,0,0,16.405001,0.013300,0.002000
1764,outer,0,0,16.445000,0.013200,0.001900
1765,outer,0,0,16.565001,0.013100,0.002100
1766,outer,0,0,16.162001,0.014800,0.002600
1767,outer,0,0,16.275998,0.015400,0.002400
1768,outer,0,0,15.800999,0.014600,0.002500
1769,outer,0,0,16.377000,0.014300,0.002200
1770,outer,0,0,16.825002,0.014400,0.002100
1771,outer,0,0,15.664000,0.014300,0.002300
1772,outer,0,0,16.383000,0.013300,0.002000
1773,outer,0,0,16.725000,0.013700,0.002100
1774,outer,0,0,16.228002,0.012600,0.002000
1775,outer,0,0,16.642001,0.012500,0.002000
1776,outer,0,0,16.270000,0.012100,0.001800
1777,outer,0,0,17.246000,0.011900,0.002000
1778,outer,0,0,16.525000,0.011600,0.001900
1779,outer,0,0,16.004000,0.012500,0.002000
1780,outer,0,0,16.233999,0.014500,0.002000
1781,outer,0,0,16.145000,0.012800,0.002000
1782,outer,0,0,16.359000,0.012800,0.002000
1783,outer,0,0,16.287001,0.012700,0.002100
1784,outer,0,0,16.352000,0.012200,0.002100
1785,outer,0,0,16.522000,0.012700,0.001900
1786,outer,0,0,16.042000,0.013000,0.001900
1787,outer,0,0,16.302001,0.017800,0.002200
1788,outer,0,0,16.291000,0.014100,0.002000
1789,outer,0,0,15.937999,0.014300,0.002200
1790,outer,0,0,16.318001,0.013900,0.002300
1791,outer,0,0,16.690999,0.014100,0.002000
1792,outer,0,0,16.003000,0.013400,0.001900
1793,outer,0,0,16.441999,0.015700,0.002300
1794,outer,0,0,15.606000,0.014100,0.002200
1795,outer,0,0,16.421000,0.013900,0.002200
1796,outer,0,0,14.984000,0.014600,0.002100
1797,outer,0,0,16.096001,0.013000,0.001900
1798,outer,0,0,15.961001,0.013300,0.001800
1799,outer,0,0,17.020000,0.013800,0.001900
1800,outer,0,0,16.021999,0.016300,0.002100
1801,outer,0,0,16.919000,0.014600,0.001900
1802,outer,0,0,16.192000,0.015600,0.002400
1803,outer,0,0,16.636999,0.016500,0.002300
1804,outer,0,0,16.753001,0.012800,0.001900
1805,outer,0,0,17.290002,0.012600,0.001900
1806,outer,0,0,15.858000,0.012200,0.001900
1807,outer,0,0,16.469000,0.012100,0.001900
1808,outer,0,0,16.992001,0.011900,0.001900
1809,outer,0,0,16.414000,0.012000,0.001900
1810,outer,0,0,16.400998,0.011500,0.002000
1811,outer,0,0,16.621001,0.011900,0.002000
1812,outer,0,0,16.540000,0.011400,0.002000
1813,outer,0,0,16.826000,0.011400,0.002000
1814,outer,0,0,16.306000,0.011700,0.001900
1815,outer,0,0,16.676001,0.011700,0.001900
1816,outer,0,0,16.657000,0.011600,0.001900
1817,outer,0,0,16.757999,0.011200,0.001800
1818,outer,0,0,16.947001,0.012000,0.001800
